itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
227570,2,TIGER 우량가치,12210,5,-70,-0.57,12213.0,-4.9168,25,0,201
152380,6,KODEX 국채선물10년,68385,2,260,0.38,68376.0,-3.6218,233,15,201
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),22280,2,175,0.79,,8.1193,589,13,201
138910,5,KODEX 구리선물(H),8005,2,115,1.46,,-0.8794,8699,69,200
278620,6,ARIRANG 단기채권액티브,105825,3,0,0.0,105853.0,-0.1981,0,0,200
211900,2,KODEX 배당성장,15330,5,-115,-0.74,15331.0,-4.0386,403,6,199
404120,2,TIMEFOLIO 탄소중립액티브,9880,5,-60,-0.6,9888.0,,1310,12,198
352560,7,KODEX 다우존스미국리츠(H),15000,2,75,0.5,,3.7899,11999,179,195
238720,4,KINDEX 일본Nikkei225(H),19485,5,-10,-0.05,,7.4696,71,1,195
388420,2,KBSTAR 비메모리반도체액티브,9650,5,-105,-1.08,9657.0,-8.0151,8384,81,193
368680,2,KODEX Fn K-뉴딜디지털플러스,12050,5,-225,-1.83,12020.0,-10.0733,194,2,193
337150,2,KODEX 200exTOP,13680,3,0,0.0,13516.0,-8.311,0,0,192
140710,2,KODEX 운송,5885,2,35,0.6,5892.0,-15.2174,39674,234,188
117460,2,KODEX 에너지화학,19160,5,-165,-0.85,19183.0,-2.325,1921,36,188
143460,2,KINDEX 밸류대형,9385,5,-60,-0.64,9390.0,-8.301,11,0,188
292730,1,FOCUS KRX300,18220,3,0,0.0,18067.0,-9.3758,0,0,182
400590,4,SOL 글로벌탄소배출권선물IHS(합성),10090,5,-75,-0.74,,,3823,38,182
139250,2,TIGER 200 에너지화학,19540,5,-230,-1.16,19553.0,-4.8376,49194,961,180
306950,3,KODEX KRX300레버리지,17885,5,-280,-1.54,18011.0,-18.8701,1663,29,179
289040,2,KODEX MSCI KOREA ESG유니버설,11670,5,-35,-0.3,11605.0,-9.7533,15,0,175
280320,4,KINDEX 미국IT인터넷S&P(합성 H),21515,2,130,0.61,,1.0155,146,3,172
211560,2,TIGER 배당성장,18995,5,-75,-0.39,18990.0,-4.6262,477,9,171
300640,2,KBSTAR 게임테마,20045,3,0,0.0,20066.0,25.3595,26558,529,170
091220,2,TIGER 은행,7620,5,-115,-1.49,7628.0,1.0318,183754,1398,169
225050,4,TIGER 유로스탁스레버리지(합성 H),11140,2,75,0.68,,8.4803,146,1,167
390400,4,KODEX 미국스마트모빌리티S&P,10400,5,-10,-0.1,,12.419,2979,31,166
140700,2,KODEX 보험,6635,5,-45,-0.67,6634.0,-1.3294,29122,193,166
276000,4,TIGER 글로벌자원생산기업(합성 H),13730,5,-5,-0.04,,3.193,174,2,165
241180,4,TIGER 일본니케이225,18300,3,0,0.0,,7.2056,964,17,165
395290,2,HANARO Fn K-POP&미디어,11335,2,35,0.31,11391.0,14.8957,79958,905,164
360140,2,KODEX 200롱코스닥150숏선물,10255,5,-20,-0.19,10373.0,-11.5369,72,0,164
292500,1,SOL KRX300,18140,5,-40,-0.22,18012.0,-9.2588,10,0,163
237350,1,KODEX 코스피100,29645,5,-260,-0.87,29660.0,-10.4909,255,7,163
316670,1,KOSEF 코스닥150,7225,5,-155,-2.1,7313.0,-0.8065,7049,51,160
245350,4,TIGER 유로스탁스배당30,13305,5,-35,-0.26,,4.048,362,4,160
304760,1,HANARO KRX300,17695,5,-195,-1.09,17734.0,-9.3535,6,0,159
102960,2,KODEX 기계장비,6005,5,-40,-0.66,6015.0,-1.7872,4575,27,159
284430,6,KODEX 200미국채혼합,13105,5,-55,-0.42,13086.0,-3.4129,3767,49,157
272910,6,KINDEX 중장기국공채액티브,99755,2,180,0.18,99744.0,-1.562,1,0,157
138530,2,TIGER LG그룹+펀더멘털,10545,5,-75,-0.71,10563.0,-10.2283,6768,71,156
253160,3,ARIRANG 200선물인버스2X,4655,2,85,1.86,4665.0,21.8666,23662,109,156
182490,6,TIGER 단기선진하이일드(합성 H),12565,5,-5,-0.04,,0.56,40,0,151
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,12480,5,-35,-0.28,,16.2024,15468,193,150
269420,4,KODEX S&P글로벌인프라(합성),12810,2,75,0.59,,7.3324,3026,38,149
365780,6,KINDEX 국고채10년,95540,2,300,0.31,95588.0,-3.3342,7967,760,149
183700,7,KBSTAR 채권혼합,62020,3,0,0.0,62018.0,-4.2606,0,0,149
241390,7,KBSTAR V&S셀렉트밸류채권혼합,12190,3,0,0.0,12198.0,-4.5793,1105,13,146
367740,2,HANARO Fn5G산업,12690,5,-95,-0.74,12715.0,-6.8489,794,10,146
153270,1,KOSEF 코스피100,29140,5,-310,-1.05,29125.0,-10.4238,40,1,146
223190,2,KODEX 200가치저변동,10390,5,-95,-0.91,10404.0,-9.1422,29,0,145
361590,2,KBSTAR 코스피ex200,14015,5,-115,-0.81,13995.0,-6.6711,1,0,140
289250,2,TIGER MSCI KOREA ESG유니버설,11660,5,-130,-1.1,11646.0,-9.4818,9,0,140
139240,2,TIGER 200 철강소재,8570,5,-130,-1.49,8595.0,-15.0391,7026,60,139
292050,1,KBSTAR KRX300,18165,5,-160,-0.87,18138.0,-9.1473,1,0,136
360150,2,KODEX 코스닥150롱코스피200숏선물,9035,5,-75,-0.82,9035.0,11.6421,3,0,136
402520,1,FOCUS 혁신기업액티브,9600,3,0,0.0,9585.0,,0,0,134
195920,4,TIGER 일본TOPIX(합성 H),16775,5,-50,-0.3,,5.9175,158,2,134
219900,4,KINDEX 중국본토CSI300레버리지(합성),5550,5,-25,-0.45,,5.5871,18,0,133
375760,2,HANARO 탄소효율그린뉴딜,9425,5,-85,-0.89,9423.0,-9.0214,612,5,132
140950,1,파워 코스피100,29720,5,-120,-0.4,29647.0,-10.0691,1,0,131
391590,4,KINDEX 미국스팩&IPO INDXX,10885,2,35,0.32,,10.0963,8420,91,131
308620,6,KODEX 미국채10년선물,11845,2,25,0.21,,0.5529,1181,14,130
122090,1,ARIRANG 코스피50,27065,5,-235,-0.86,27005.0,-10.4037,32,0,130
300950,2,KODEX 게임산업,16230,2,80,0.5,16231.0,17.1138,12346,199,130
399110,4,SOL 미국S&P500ESG,10775,5,-25,-0.23,,,9631,103,129
229720,1,KODEX KTOP30,21360,5,-155,-0.72,21336.0,-10.4102,169,3,128
265690,4,KINDEX 러시아MSCI(합성),36450,2,450,1.25,,16.618,1742,63,128
139660,7,KOSEF 미국달러선물인버스,10080,2,20,0.2,10073.0,-3.5937,1,0,127
251590,2,ARIRANG 고배당저변동50,11500,5,-55,-0.48,11492.0,0.4345,909,10,127
200030,4,KODEX 미국S&P산업재(합성),21930,2,130,0.6,,5.7225,35257,772,126
307010,3,KBSTAR KRX300레버리지,17870,5,-220,-1.22,17949.0,-18.9335,51,0,125
253150,3,ARIRANG 200선물레버리지,40995,5,-645,-1.55,40949.0,-20.6026,430,17,123
401170,2,KBSTAR iSelect메타버스,11785,2,75,0.64,11793.0,,165650,1946,123
251600,7,ARIRANG 고배당주채권혼합,11110,5,-15,-0.13,11100.0,-0.714,1101,12,122
104520,2,KOSEF 블루칩,9970,5,-40,-0.4,9965.0,-7.3578,7,0,120
279540,2,KODEX 최소변동성,11950,3,0,0.0,11860.0,-7.0763,0,0,120
310080,4,KBSTAR 중국MSCI China(H),11880,5,-30,-0.25,,-4.0291,3,0,119
253230,3,KOSEF 200선물인버스2X,2290,2,30,1.33,2315.0,22.1621,42672,97,118
208470,4,SOL 선진국MSCI World(합성 H),19695,2,20,0.1,,4.5708,10,0,118
253290,7,KBSTAR 헬스케어채권혼합,11775,5,-165,-1.38,11794.0,-5.2757,1645,19,118
248260,4,TIGER 일본TOPIX헬스케어(합성),11615,3,0,0.0,,6.5596,0,0,116
196030,4,KINDEX 일본TOPIX레버리지(H),23220,5,-30,-0.13,,13.4976,42,0,116
244620,2,KODEX 모멘텀Plus,12865,3,0,0.0,12905.0,-6.5044,0,0,116
271050,5,KODEX WTI원유선물인버스(H),7125,5,-230,-3.13,,-16.5627,13413,95,116
139290,2,TIGER 200 경기소비재,17935,2,20,0.11,17980.0,-7.2723,39,0,115
316300,7,KINDEX 싱가포르리츠,12480,5,-5,-0.04,,1.8352,94,1,112
395160,2,KODEX Fn시스템반도체,9185,5,-110,-1.18,9184.0,-7.9703,8518,78,110
100910,1,KOSEF KRX100,6100,5,-70,-1.13,6100.0,-9.9139,72,0,110
185680,4,KODEX 미국S&P바이오(합성),33780,5,-270,-0.79,,8.8381,927,31,110
395150,2,KODEX Fn웹툰&드라마,9945,5,-105,-1.04,9961.0,2.3942,6341,63,109
292750,1,ARIRANG KRX300,17970,5,-165,-0.91,17942.0,-9.325,4,0,108
244670,2,KODEX 밸류Plus,9770,3,0,0.0,9825.0,-11.1415,0,0,107
403790,1,마이다스 KoreaStock액티브,20230,5,-110,-0.54,20220.0,,96,1,106
352540,7,KODEX TSE일본리츠(H),13045,5,-115,-0.87,,-3.7308,3,0,104
101280,4,KODEX 일본TOPIX100,17345,2,35,0.2,,7.6157,218,3,104
399580,4,KBSTAR 글로벌클린에너지S&P,10355,5,-155,-1.47,,,18387,190,104
270800,2,KBSTAR KQ고배당,14765,5,-185,-1.24,14808.0,-12.5476,13,0,103
261070,2,TIGER 코스닥150바이오테크,10515,5,-485,-4.41,10650.0,-14.9266,9045,95,103
402970,4,KINDEX 미국고배당S&P,10260,2,30,0.29,,,16162,165,103
225030,4,TIGER 미국S&P500선물인버스(H),3565,5,-10,-0.28,,-6.168,42543,151,102
342140,7,KINDEX 모닝스타싱가포르리츠채권혼합,10045,3,0,0.0,,-0.8391,0,0,100
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),10000,5,-40,-0.4,,,3525,35,100
381570,2,HANARO Fn친환경에너지,10505,5,-35,-0.33,10513.0,1.1031,441,4,100
261060,2,TIGER 코스닥150IT,16610,5,-115,-0.69,16577.0,-4.4013,587,9,100
375270,7,KBSTAR 글로벌데이터센터리츠나스닥(합성),12375,5,-130,-1.04,,3.7328,107,1,99
108590,1,TREX 200,39560,5,-360,-0.9,39533.0,-9.9583,4,0,99
145850,2,TREX 펀더멘탈 200,39535,3,0,0.0,39261.0,-7.7148,0,0,99
395170,2,KODEX Fn Top10동일가중,8895,5,-225,-2.47,8898.0,-10.3245,2018,18,98
226380,2,KINDEX Fn성장소비주도주,8120,5,-45,-0.55,8180.0,-3.0861,166,1,97
275290,2,KODEX MSCI밸류,12175,5,-75,-0.61,12199.0,-8.2741,8,0,97
337120,2,KODEX Fn멀티팩터,13900,3,0,0.0,13748.0,-9.4463,0,0,97
271060,5,KODEX 3대농산물선물(H),10780,5,-95,-0.87,,-0.7303,8971,97,97
368200,2,KBSTAR Fn K-뉴딜디지털플러스,12045,5,-210,-1.71,12019.0,-10.4494,16,0,96
285000,2,KBSTAR 200IT,15535,5,-120,-0.77,15491.0,-10.5429,3,0,96
400580,4,SOL 유럽탄소배출권선물S&P(H),9585,5,-65,-0.67,,,1399,13,96
225060,4,TIGER 이머징마켓MSCI레버리지(합성 H),13460,5,-10,-0.07,,-6.2957,1,0,94
105780,2,KBSTAR 5대그룹주,7820,5,-125,-1.57,7820.0,-8.8354,1764,13,94
189400,4,ARIRANG 글로벌MSCI(합성 H),18365,3,0,0.0,,3.7863,5,0,94
250730,4,KBSTAR 차이나HSCEI(H),10220,5,-10,-0.1,,-4.2135,1,0,92
402460,2,HANARO Fn K-메타버스MZ,11435,2,65,0.57,11449.0,,14556,166,91
256450,4,ARIRANG 심천차이넥스트(합성),15080,3,0,0.0,,-0.6588,1,0,90
156080,1,KODEX MSCI Korea,18030,5,-95,-0.52,18023.0,-10.6703,259,4,90
364690,1,KODEX 혁신기술테마액티브,12815,5,-90,-0.7,12812.0,-10.1636,397,5,90
394340,4,KOSEF 릭소글로벌디지털경제MSCI,11200,2,5,0.04,,9.3261,25,0,90
152500,3,KINDEX 레버리지,8945,5,-190,-2.08,8946.0,-19.9738,8895,80,89
272230,2,KINDEX 스마트밸류,14805,5,-50,-0.34,14738.0,-10.6467,10,0,89
354240,7,KBSTAR 미국고정배당우선증권ICE TR,11000,2,10,0.09,,3.9735,485,5,88
261120,7,TIGER 미국달러선물인버스2X,8790,5,-5,-0.06,8810.0,-6.9805,2,0,88
243890,2,TIGER 200에너지화학레버리지,19530,5,-470,-2.35,19501.0,-10.0518,2001,39,88
167860,6,KOSEF 국고채10년레버리지,125110,2,890,0.72,125043.0,-6.9514,136,17,88
140570,2,KBSTAR 수출주,12360,3,0,0.0,12268.0,-9.7481,0,0,87
137930,3,마이다스 200커버드콜5%OTM,14410,5,-70,-0.48,14330.0,-8.9881,10,0,86
322150,2,KINDEX 스마트하이베타,14330,5,-60,-0.42,14242.0,-10.0906,10,0,86
300610,2,TIGER K게임,17180,2,145,0.85,17170.0,26.9847,6968,118,86
333970,2,ARIRANG KS밸류가중TR,15615,5,-80,-0.51,15598.0,-8.2701,4,0,86
395280,2,HANARO Fn K-게임,9490,5,-85,-0.89,9504.0,1.1087,3919,37,85
277650,2,TIGER 코스피중형주,17080,5,-105,-0.61,17130.0,-6.2211,3,0,85
131890,2,KINDEX 삼성그룹동일가중,17045,5,-45,-0.26,16979.0,-6.9679,112,1,85
251890,1,KINDEX 코스닥(합성),14195,5,-190,-1.32,14201.0,-5.393,9,0,85
226980,1,KODEX 200 중소형,14185,5,-85,-0.6,14224.0,-6.9146,188,2,85
266390,2,KODEX 경기소비재,12135,2,95,0.79,12130.0,-10.9138,298,3,85
104530,2,KOSEF 고배당,9415,5,-5,-0.05,9410.0,1.5414,346,3,85
291130,4,KINDEX 멕시코MSCI(합성),10560,2,150,1.44,,3.7886,39,0,84
380340,2,KINDEX Fn5G플러스,8425,5,-50,-0.59,8408.0,-11.303,76,0,84
289670,6,ARIRANG 국채선물10년,55395,2,220,0.4,55372.0,-3.5824,1,0,84
183710,7,KBSTAR 주식혼합,42055,3,0,0.0,41984.0,-8.277,0,0,84
261140,2,TIGER 우선주,13550,2,10,0.07,13532.0,-7.7783,55,0,84
272220,2,KINDEX 스마트모멘텀,16655,5,-50,-0.3,16582.0,-9.5806,10,0,83
159800,1,마이티 코스피100,29655,3,0,0.0,29363.0,-10.3673,0,0,83
315270,2,TIGER 200커뮤니케이션서비스,31905,5,-210,-0.65,31918.0,-8.7772,2,0,83
292560,7,TIGER 일본엔선물,10265,2,15,0.15,10270.0,-0.4855,803,8,82
252000,1,TIGER 200동일가중,12585,3,0,0.0,12555.0,-6.9845,0,0,82
307510,2,TIGER 의료기기,18105,5,-335,-1.82,18090.0,-16.3719,796,14,81
322130,2,KINDEX 스마트로우볼,16240,5,-205,-1.25,16266.0,-9.018,1828,29,81
291630,3,KOSEF 코스닥150선물레버리지,6685,5,-280,-4.02,6697.0,-0.3577,414,2,81
261260,7,KODEX 미국달러선물인버스2X,8850,2,20,0.23,8847.0,-6.709,3441,30,80
404650,2,SOL KRX기후변화솔루션,9860,5,-75,-0.75,9865.0,,147,1,79
403990,2,KBSTAR KRX기후변화솔루션,9855,5,-105,-1.05,9864.0,,290,2,79
404470,2,HANARO KRX기후변화솔루션,9850,5,-105,-1.05,9861.0,,524,5,79
275280,2,KODEX MSCI모멘텀,12980,3,0,0.0,12853.0,-9.1355,0,0,78
139320,5,TIGER 금은선물(H),9590,2,85,0.89,,-1.7064,1813,17,77
234310,2,KBSTAR V&S셀렉트밸류,15270,3,0,0.0,15231.0,-8.3984,0,0,76
319870,2,KBSTAR KRX300미국달러선물혼합,15185,5,-150,-0.98,15282.0,-6.4654,3,0,76
305050,1,KINDEX 코스피,29915,5,-165,-0.55,29756.0,-9.3976,12,0,75
205720,4,KINDEX 일본TOPIX인버스(합성 H),4100,2,30,0.74,,-7.7098,168,0,74
244660,2,KODEX 퀄리티Plus,10530,3,0,0.0,10518.0,-9.4973,0,0,74
252650,1,KODEX 200동일가중,12285,5,-75,-0.61,12290.0,-7.2073,20,0,74
379790,4,KBSTAR 유로스탁스50(H),11215,2,75,0.67,,5.3427,1952,21,73
166400,3,TIGER 200커버드콜5%OTM,14575,3,0,0.0,14454.0,-10.0587,0,0,73
213610,2,KODEX 삼성그룹밸류,9060,5,-80,-0.88,9074.0,-9.3704,220,1,72
373790,4,KOSEF 미국방어배당성장나스닥,12060,5,-30,-0.25,,5.2952,7,0,72
395270,2,HANARO Fn K-반도체,9020,5,-120,-1.31,9044.0,-10.5676,2194,19,72
304670,4,KODEX 미국채울트라30년선물인버스(H),7215,5,-70,-0.96,,1.6039,7254,52,72
368470,2,KINDEX Fn K-뉴딜디지털플러스,14420,5,-240,-1.64,14351.0,-10.3639,20,0,72
298340,6,ARIRANG 국채선물3년,52875,3,0,0.0,52956.0,-1.2144,0,0,72
252730,2,KBSTAR 모멘텀로우볼,15940,3,0,0.0,15822.0,-7.9943,0,0,72
117690,4,TIGER 차이나항셍25,15900,5,-25,-0.16,,0.4098,434,6,72
261110,7,TIGER 미국달러선물레버리지,10170,5,-15,-0.15,10164.0,6.761,558,5,71
277640,2,TIGER 코스피대형주,14220,5,-105,-0.73,14208.0,-10.452,72,1,71
322120,2,KINDEX 스마트퀄리티,17640,5,-90,-0.51,17508.0,-10.6576,10,0,71
371150,4,KBSTAR 차이나항셍테크,8275,5,-80,-0.96,,-2.3949,480,3,70
391670,1,HK 베스트일레븐액티브,9375,5,-135,-1.42,9376.0,-4.8049,111,1,70
306530,3,HANARO 코스닥150선물레버리지,13520,5,-525,-3.74,13534.0,-0.6016,608,8,70
333960,2,ARIRANG KS모멘텀가중TR,15355,5,-135,-0.87,15319.0,-9.1496,4,0,69
314700,2,HANARO 농업융복합산업,12550,5,-80,-0.63,12584.0,-6.7897,137,1,69
269370,4,TIGER S&P글로벌인프라(합성),11450,2,105,0.93,,7.3422,213,2,69
333950,2,ARIRANG KS로우사이즈가중TR,16925,5,-75,-0.44,16899.0,-7.4579,4,0,68
237440,7,TIGER 경기방어채권혼합,9590,5,-40,-0.42,9591.0,-4.2744,583,5,67
391680,1,HK 하이볼액티브,8920,5,-105,-1.16,8917.0,-8.7924,946,8,67
373530,4,ARIRANG 신흥국MSCI인버스(합성 H),9270,2,60,0.65,,0.9868,20,0,67
238670,7,ARIRANG 스마트베타Quality채권혼합,10985,5,-15,-0.14,10983.0,-4.5139,5,0,66
145670,3,KINDEX 인버스,5065,2,45,0.9,5079.0,10.8167,4807,24,66
289480,2,TIGER 200커버드콜ATM,10945,3,0,0.0,10893.0,-6.0112,0,0,66
105010,4,TIGER 라틴35,3275,2,35,1.08,,-11.4755,2297,7,66
195970,4,ARIRANG 선진국MSCI(합성 H),12515,5,-35,-0.28,,1.3322,1710,21,65
192720,2,파워 고배당저변동성,30290,5,-60,-0.2,30368.0,-5.5195,7,0,64
138920,5,KODEX 콩선물(H),10540,5,-115,-1.08,,-8.8927,196,2,63
301440,2,ARIRANG 코스피중형주,12580,5,-55,-0.44,12566.0,-6.4421,4,0,63
269530,4,ARIRANG S&P글로벌인프라,12455,2,275,2.26,,5.867,1791,22,62
275300,2,KODEX MSCI퀄리티,10305,5,-135,-1.29,10330.0,-8.5414,500,5,62
140580,2,KBSTAR 우량업종,12300,3,0,0.0,12218.0,-7.5188,0,0,62
376250,2,ARIRANG 탄소효율그린뉴딜,9450,5,-85,-0.89,9443.0,-8.9738,96,0,61
281990,2,KBSTAR 중소형고배당,12270,3,0,0.0,12219.0,-3.6892,0,0,61
373490,2,KODEX K-이노베이션액티브,11150,5,-70,-0.62,11179.0,-3.1507,3976,44,61
307520,2,TIGER 지주회사,11045,5,-115,-1.03,11051.0,-11.8484,513,5,61
261920,4,KINDEX 필리핀MSCI(합성),15120,2,20,0.13,,17.3727,100,1,60
292340,2,마이티 200커버드콜ATM레버리지,10010,3,0,0.0,9893.0,-12.5383,0,0,60
333940,2,ARIRANG KS로우볼가중TR,13340,5,-70,-0.52,13319.0,-7.5492,14,0,60
176710,6,파워 중기국고채,98795,3,0,0.0,98896.0,-1.0517,0,0,59
267440,4,KBSTAR 미국장기국채선물(H),11745,2,110,0.95,,-2.391,429,5,59
215620,2,HK S&P코리아로우볼,12225,3,0,0.0,12160.0,-4.3802,0,0,59
228820,1,TIGER KTOP30,10585,5,-105,-0.98,10591.0,-10.2058,984,10,58
174350,2,TIGER 로우볼,12105,5,-35,-0.29,12135.0,-3.9177,3,0,58
290080,2,KBSTAR 200고배당커버드콜ATM,8290,2,25,0.3,8284.0,-1.2545,1,0,58
253280,2,KBSTAR 헬스케어,13750,5,-620,-4.31,13734.0,-14.7687,624,8,55
220130,4,SOL 중국본토 중소형 CSI500(합성 H),6100,5,-10,-0.16,,4.4444,14,0,55
321410,7,KODEX 멀티에셋하이인컴(H),10930,3,0,0.0,,-0.2283,0,0,55
292770,6,KODEX 국채선물3년인버스,50430,3,0,0.0,50365.0,1.3464,0,0,51
098560,2,TIGER 방송통신,9790,2,10,0.1,9810.0,-6.5903,411,4,51
295820,1,ARIRANG 200동일가중,11310,5,-70,-0.62,11289.0,-7.0642,44,0,51
301410,3,ARIRANG 코스닥150선물인버스,6770,2,110,1.65,6786.0,-1.4793,313,2,51
299080,6,KINDEX 국채선물3년인버스,100940,3,0,0.0,100784.0,1.3606,0,0,50
291680,4,KBSTAR 차이나H선물인버스(H),11025,3,0,0.0,,4.2553,0,0,50
371870,4,KINDEX 차이나항셍테크,8170,5,-50,-0.61,,-2.7795,585,4,49
139310,5,TIGER 금속선물(H),6990,2,50,0.72,,-0.2157,1786,12,49
299070,6,KINDEX 국채선물10년인버스,97780,3,0,0.0,97283.0,4.1597,0,0,49
227550,2,TIGER 200 산업재,6200,2,25,0.4,6201.0,-17.1141,534,3,48
261270,7,KODEX 미국달러선물인버스,9670,2,5,0.05,9674.0,-3.4466,2544,24,48
275750,1,KBSTAR 코스닥150선물인버스,4520,2,80,1.8,4515.0,-1.6612,2813,12,47
295000,6,KBSTAR 국채선물10년,54470,2,170,0.31,54473.0,-3.5696,205,11,47
334690,5,KBSTAR 팔라듐선물(H),11675,2,45,0.39,,-23.2344,127,1,47
157500,2,TIGER 증권,4625,5,-40,-0.86,4637.0,-4.0124,243,1,46
346000,6,HANARO KAP초장기국고채,45055,2,345,0.77,45067.0,-5.8499,430,19,46
333980,2,ARIRANG KS퀄리티가중TR,15200,5,-160,-1.04,15176.0,-7.7201,6,0,46
280920,2,ARIRANG 주도업종,11220,5,-70,-0.62,11193.0,-8.8414,14,0,45
285010,2,KBSTAR 200중공업,10680,5,-75,-0.7,10659.0,-6.6407,54,0,45
253240,3,KOSEF 200선물인버스,5350,2,45,0.85,5369.0,10.636,1546,8,44
147970,2,TIGER 모멘텀,24165,5,-60,-0.25,24203.0,-6.5394,35,0,43
287300,2,KBSTAR 200건설,12670,5,-95,-0.74,12678.0,-5.5494,32,0,43
280940,4,KODEX 골드선물인버스(H),7160,5,-45,-0.62,,-0.2078,1231,8,43
266550,2,ARIRANG 중형주저변동50,12060,2,10,0.08,12058.0,-2.2313,10,0,42
295020,6,KBSTAR 국채선물10년인버스,48490,5,-215,-0.44,48517.0,3.749,11,0,42
309210,2,ARIRANG KRX300헬스케어,10890,5,-520,-4.56,10976.0,-16.103,474,5,41
342600,6,KBSTAR KRX국채선물3년10년스티프너2X,51705,2,10,0.02,51693.0,0.1258,1,0,41
291620,3,KOSEF 코스닥150선물인버스,7780,2,145,1.9,7788.0,-1.5474,947,7,41
342500,6,KBSTAR KRX국채선물3년10년스티프너,51165,2,15,0.03,51148.0,0.1468,1,0,41
291890,4,KODEX MSCI EM선물(H),10150,5,-25,-0.25,,-2.6782,126,1,41
302170,6,TIGER 국채선물3년인버스,50525,3,0,0.0,50443.0,1.354,0,0,40
227560,2,TIGER 200 생활소비재,10610,5,-10,-0.09,10602.0,-8.9585,523,5,40
342610,6,KBSTAR KRX국채선물3년10년플래트너,49970,5,-5,-0.01,49952.0,0.2608,1,0,40
217770,4,TIGER 원유선물인버스(H),4985,5,-185,-3.58,,-16.0033,13515,67,40
302180,6,TIGER 국채선물10년인버스,49445,3,0,0.0,49275.0,3.8106,0,0,40
342620,6,KBSTAR KRX국채선물3년10년플래트너2X,49400,2,30,0.06,49349.0,0.3455,1,0,40
267490,4,KBSTAR 미국장기국채선물레버리지(합성 H),13080,2,130,1.0,,-9.1547,399,5,39
267450,4,KBSTAR 미국장기국채선물인버스(H),7835,5,-65,-0.82,,1.4771,170,1,39
278420,2,ARIRANG ESG우수기업,9330,5,-65,-0.69,9327.0,-5.1968,33,0,37
315480,2,KBSTAR 200커뮤니케이션서비스,19930,5,-80,-0.4,19866.0,-8.6719,1,0,36
217790,2,TIGER 가격조정,23265,5,-225,-0.96,23222.0,-12.0555,100,2,33
267500,4,KBSTAR 미국장기국채선물인버스2X(합성 H),5895,5,-105,-1.75,,4.0763,2825,16,32
284980,2,KBSTAR 200금융,8760,5,-125,-1.41,8769.0,-0.7263,445,3,30
301400,1,ARIRANG 코스닥150,14555,5,-195,-1.32,14673.0,-0.8737,6176,91,29
252720,2,KBSTAR 모멘텀밸류,13965,3,0,0.0,13907.0,-9.0821,0,0,28
397420,6,KBSTAR 국채선물5년추종,49085,2,110,0.22,49061.0,,1,0,24
284990,2,KBSTAR 200에너지화학,13015,5,-100,-0.76,13011.0,-5.1014,171,2,23
285020,2,KBSTAR 200철강소재,8305,5,-120,-1.42,8307.0,-14.7268,703,5,23
334700,5,KBSTAR 팔라듐선물인버스(H),5460,5,-25,-0.46,,21.3495,150,0,22
287330,2,KBSTAR 200생활소비재,8090,2,15,0.19,8092.0,-9.3715,28,0,21
287310,2,KBSTAR 200경기소비재,11120,5,-5,-0.04,11139.0,-7.2144,1,0,16
287320,2,KBSTAR 200산업재,11160,2,65,0.59,11099.0,-16.579,2,0,13
