,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
327183,스타벅스,공인중개사사무소,음식,커피점/카페,경기도,고양시,송포동,37.6658300573043,126.750870082513
332110,스타벅스,경기양평점,음식,커피점/카페,경기도,양평군,양평읍,37.491045101379,127.49999798868
337859,스타벅스,수지이마트점,음식,커피점/카페,경기도,용인시,신봉동,37.3197308227252,127.083314226046
338013,스타벅스,수원금곡점,음식,커피점/카페,경기도,수원시,금곡동,37.2749926905525,126.954072428328
338145,스타벅스,기흥역AKR점,음식,커피점/카페,경기도,용인시,구갈동,37.2751064383306,127.118585368335
343552,스타벅스,신흥역점,음식,커피점/카페,경기도,성남시,신흥3동,37.4413171690752,127.146428474116
349237,스타벅스,의정부장암DT,음식,커피점/카페,경기도,의정부시,장암동,37.6991738362124,127.054633095912
355519,스타벅스,,음식,커피점/카페,경기도,양평군,양동면,37.419659012171,127.753329976084
356416,스타벅스,부천중동DT점,음식,커피점/카페,경기도,부천시,중동,37.4963358074973,126.764272605521
356726,스타벅스,수원광교점,음식,커피점/카페,경기도,수원시,광교1동,37.2901203396923,127.051203913339
361597,스타벅스,,음식,커피점/카페,경기도,포천시,소흘읍,37.8278316020215,127.146880298384
362399,스타벅스,분당율동공원점,음식,커피점/카페,경기도,성남시,서현1동,37.3838720692187,127.149970868897
362592,스타벅스,범계역점,음식,커피점/카페,경기도,안양시,범계동,37.3899157174095,126.95000471725
362939,스타벅스,산본역점,음식,커피점/카페,경기도,군포시,광정동,37.3583097992139,126.93228249093
364015,스타벅스,시흥대야점,음식,커피점/카페,경기도,시흥시,대야동,37.443935024263,126.790754078513
364056,스타벅스,광명하안점,음식,커피점/카페,경기도,광명시,하안3동,37.4625983274528,126.880646185624
365589,스타벅스,오산시청점,음식,커피점/카페,경기도,오산시,대원동,37.1485504490323,127.07420621303
365793,스타벅스,화정역,음식,커피점/카페,경기도,고양시,화정2동,37.6336102001311,126.832721991985
367099,스타벅스,성남위례점,음식,커피점/카페,경기도,성남시,위례동,37.4735269906353,127.140986060711
368581,스타벅스,분당구청점,음식,커피점/카페,경기도,성남시,서현1동,37.3840602572395,127.120258905034
374093,스타벅스,,음식,커피점/카페,경기도,화성시,향남읍,37.1307206866456,126.909311116533
374173,스타벅스,수원성균관대점,음식,커피점/카페,경기도,수원시,율천동,37.298961539019,126.971561958825
375882,스타벅스,수내역,음식,커피점/카페,경기도,성남시,수내1동,37.3777495836705,127.11380627139
377886,스타벅스,산본점,음식,커피점/카페,경기도,군포시,광정동,37.3606116540182,126.931741895775
378068,스타벅스,파주야당역점,음식,커피점/카페,경기도,파주시,운정3동,37.7122880186197,126.759606065006
378102,스타벅스,주엽강선점,음식,커피점/카페,경기도,고양시,주엽1동,37.6671098091174,126.765447632998
379222,스타벅스,용인보정DT점,음식,커피점/카페,경기도,용인시,보정동,37.3218479834881,127.10444389745
379269,스타벅스,안양범계점,음식,커피점/카페,경기도,안양시,범계동,37.3917150172623,126.953751553286
379454,스타벅스,백석역점,음식,커피점/카페,경기도,고양시,백석1동,37.6439740997683,126.787382470059
379863,스타벅스,용인언남점,음식,커피점/카페,경기도,용인시,구성동,37.292577250292,127.122035828397
379880,스타벅스,동탄영천점,음식,커피점/카페,경기도,화성시,동탄5동,37.2067854708995,127.111404436733
379922,스타벅스,라페스타광장점,음식,커피점/카페,경기도,고양시,장항2동,37.6596805435647,126.770149415182
381524,스타벅스,구리갈매역점,음식,커피점/카페,경기도,구리시,갈매동,37.6338105222587,127.11831995955
382121,스타벅스,수원세류DT점,음식,커피점/카페,경기도,수원시,세류3동,37.2627786705591,127.01124247424
382185,스타벅스,평택죽백DT점,음식,커피점/카페,경기도,평택시,비전1동,37.0137991662054,127.113454122147
382188,스타벅스,시흥대야동점,음식,커피점/카페,경기도,시흥시,대야동,37.4416219197364,126.791887458561
383887,스타벅스,안양운동장사거리DT점,음식,커피점/카페,경기도,안양시,비산3동,37.401190132214,126.949226219532
386299,스타벅스,의정부민락타운점,음식,커피점/카페,경기도,의정부시,송산3동,37.7439709658246,127.099279975048
386363,스타벅스,평촌로데오점,음식,커피점/카페,경기도,안양시,부림동,37.3929296814883,126.960702698023
386836,스타벅스,부천옥길점,음식,커피점/카페,경기도,부천시,범안동,37.4674054983577,126.823611171998
389434,스타벅스,,음식,커피점/카페,경기도,오산시,중앙동,37.1533444946395,127.068473855427
391004,스타벅스,동백이마트점,음식,커피점/카페,경기도,용인시,동백2동,37.2779877996121,127.151591491987
391090,스타벅스,광교이마트점,음식,커피점/카페,경기도,수원시,광교1동,37.2963396380531,127.046941286326
391999,스타벅스,,음식,커피점/카페,경기도,고양시,주엽1동,37.6693243905206,126.757544478099
392930,스타벅스,평택로데오점,음식,커피점/카페,경기도,평택시,신평동,36.9919560649725,127.088521198318
393478,스타벅스,부천상동점,음식,커피점/카페,경기도,부천시,상동,37.5052123044618,126.752397733593
394367,스타벅스,수원권선점,음식,커피점/카페,경기도,수원시,권선2동,37.2467148804132,127.030084343639
395145,스타벅스,일산탄현동점,음식,커피점/카페,경기도,고양시,탄현1동,37.6952020122779,126.764471702746
395593,스타벅스,동탄광장점,음식,커피점/카페,경기도,화성시,동탄1동,37.2046093112292,127.072034880212
396655,스타벅스,주엽사거리점,음식,커피점/카페,경기도,고양시,주엽2동,37.6715467476635,126.758958342147
397654,스타벅스,서현점,음식,커피점/카페,경기도,성남시,서현1동,37.3858864374515,127.125928982599
400952,스타벅스,,음식,커피점/카페,경기도,포천시,선단동,37.8552935068402,127.159279950784
402542,스타벅스,일산주엽점,음식,커피점/카페,경기도,고양시,주엽1동,37.669900737663,126.762658313189
404068,스타벅스,판교역로점,음식,커피점/카페,경기도,성남시,삼평동,37.3973749804186,127.111395465133
405674,스타벅스,수원이마트점,음식,커피점/카페,경기도,수원시,권선2동,37.2501017782401,127.020087664145
409370,스타벅스,죽전점,음식,커피점/카페,경기도,용인시,죽전1동,37.3314974163333,127.124754010398
412618,스타벅스,강남대점,음식,커피점/카페,경기도,용인시,구갈동,37.2709903107511,127.126131428473
413330,스타벅스,정자상떼뷰점,음식,커피점/카페,경기도,성남시,정자1동,37.3702988413496,127.105584378021
413365,스타벅스,김포장기점,음식,커피점/카페,경기도,김포시,장기본동,37.6441906147977,126.667949076129
414320,스타벅스,미금역점,음식,커피점/카페,경기도,성남시,금곡동,37.3503479964361,127.106656365948
414358,스타벅스,단대오거리역점,음식,커피점/카페,경기도,성남시,중앙동,37.4433580851162,127.154576016315
417454,스타벅스,신중동점,음식,커피점/카페,경기도,부천시,신중동,37.5003101600795,126.776466459606
417456,스타벅스,부천중동센트럴점,음식,커피점/카페,경기도,부천시,신중동,37.5022213751703,126.76789647928
418466,스타벅스,오산수청DT점,음식,커피점/카페,경기도,오산시,신장동,37.163016038813,127.066519932421
419332,스타벅스,평택대DT점,음식,커피점/카페,경기도,평택시,용이동,36.9933915403533,127.134631568288
419480,스타벅스,시흥목감DT점,음식,커피점/카페,경기도,시흥시,목감동,37.3779654447874,126.849996722261
423801,스타벅스,,음식,커피점/카페,경기도,가평군,조종면,37.8190635184125,127.34841991319
426042,스타벅스,K비즈리움점,음식,커피점/카페,경기도,안양시,평촌동,37.3940887121292,126.974769793188
426513,스타벅스,의왕내손점,음식,커피점/카페,경기도,의왕시,내손2동,37.389069748544,126.976848270307
427462,스타벅스,하남풍산역,음식,커피점/카페,경기도,하남시,덕풍3동,37.5535453685725,127.205949248007
428071,스타벅스,화정호국로점,음식,커피점/카페,경기도,고양시,화정1동,37.6417065042228,126.829603970996
430487,스타벅스,수원세류역DT점,음식,커피점/카페,경기도,수원시,세류2동,37.2437883598676,127.017216369382
431673,스타벅스,화성향남2지구점,음식,커피점/카페,경기도,화성시,향남읍,37.1163715328762,126.910878494139
433185,스타벅스,곤지암ICDT,음식,커피점/카페,경기도,광주시,곤지암읍,37.3556708042521,127.32512949522
433922,스타벅스,안성계동DT점,음식,커피점/카페,경기도,안성시,안성2동,36.9859309317243,127.267300875334
434458,스타벅스,양주옥정공원점,음식,커피점/카페,경기도,양주시,회천4동,37.8212112715102,127.097592469025
434928,스타벅스,용인마평DT점,음식,커피점/카페,경기도,용인시,동부동,37.2336249297034,127.216743588534
436184,스타벅스,수지성복역점,음식,커피점/카페,경기도,용인시,성복동,37.3127769134343,127.080149595055
436907,스타벅스,안양이마트점,음식,커피점/카페,경기도,안양시,비산2동,37.3983626170864,126.935328655428
437354,스타벅스,파주산내점,음식,커피점/카페,경기도,파주시,운정2동,37.7286206595118,126.735624737433
463984,스타벅스,,음식,커피점/카페,경기도,수원시,망포2동,37.2431704514851,127.045221746023
485499,스타벅스,,음식,커피점/카페,경기도,광주시,오포읍,37.3682861505099,127.160454394345
501347,스타벅스,구리장자호수점,음식,커피점/카페,경기도,구리시,수택3동,37.5872857783088,127.139782341031
550257,스타벅스,,음식,커피점/카페,경기도,여주시,중앙동,37.2952533145386,127.632315799128
252,스타벅스,경남과기대점,음식,커피점/카페,경상남도,진주시,천전동,35.1787764686924,128.094704373482
2557,스타벅스,거제대명리조트점,음식,커피점/카페,경상남도,거제시,일운면,34.8434854746981,128.702559175529
5035,스타벅스,,음식,커피점/카페,경상남도,진주시,상평동,35.175829759115,128.104450203443
11610,스타벅스,김해삼계점,음식,커피점/카페,경상남도,김해시,북부동,35.2615443861886,128.871703114334
12414,스타벅스,김해내동점,음식,커피점/카페,경상남도,김해시,내외동,35.237173578877,128.8675310181
12715,스타벅스,경남대점,음식,커피점/카페,경상남도,창원시,월영동,35.1784537621347,128.558650771826
12930,스타벅스,진주경상대점,음식,커피점/카페,경상남도,진주시,가호동,35.1524362314855,128.105693486615
13053,스타벅스,김해대로DT점,음식,커피점/카페,경상남도,김해시,활천동,35.2279396663375,128.896478282159
14817,스타벅스,창원상남중앙점,음식,커피점/카페,경상남도,창원시,상남동,35.2226896237272,128.68447905406
15959,스타벅스,진주중안점,음식,커피점/카페,경상남도,진주시,성북동,35.1929376677726,128.082992898389
23677,스타벅스,남양산ICDT점,음식,커피점/카페,경상남도,양산시,동면,35.31997686094,129.030434514687
24643,스타벅스,김해진영DT점,음식,커피점/카페,경상남도,김해시,진영읍,35.306036244333,128.731771062781
25148,스타벅스,창원유니시티점,음식,커피점/카페,경상남도,창원시,의창동,35.2566339171314,128.625025214653
26338,스타벅스,,음식,커피점/카페,경상남도,산청군,시천면,35.2770627301114,127.83967108862
26841,스타벅스,창원상남로점,음식,커피점/카페,경상남도,창원시,상남동,35.221265583767,128.681248569203
26842,스타벅스,경남사천DT점,음식,커피점/카페,경상남도,사천시,사천읍,35.0810495900199,128.083614169138
27583,스타벅스,밀양DT점,음식,커피점/카페,경상남도,밀양시,삼문동,35.4853105980529,128.751168567115
27879,스타벅스,창원상남동점,음식,커피점/카페,경상남도,창원시,상남동,35.2244862684373,128.683977836907
28474,스타벅스,신세계마산점,음식,커피점/카페,경상남도,창원시,산호동,35.2195977051254,128.586613716382
29852,스타벅스,디큐브거제백화점,음식,커피점/카페,경상남도,거제시,장평동,34.8910632214228,128.616434570126
30132,스타벅스,진해용원점,음식,커피점/카페,경상남도,창원시,웅동2동,35.1011080689809,128.809906623197
31096,스타벅스,마산터미널점,음식,커피점/카페,경상남도,창원시,합성2동,35.2381468860574,128.58329729319
34892,스타벅스,미스리,음식,커피점/카페,경상남도,밀양시,내이동,35.4915850693331,128.751017552609
39721,스타벅스,창원마창대교점,음식,커피점/카페,경상남도,창원시,웅남동,35.1706251253777,128.597327600716
41381,스타벅스,양산덕계DT점,음식,커피점/카페,경상남도,양산시,덕계동,35.376252611648,129.155608371758
43179,스타벅스,진해자은DT점,음식,커피점/카페,경상남도,창원시,덕산동,35.1438130289865,128.70688607082
44482,스타벅스,,음식,커피점/카페,경상남도,밀양시,단장면,35.5151849884502,128.860038417546
47269,스타벅스,김해이마트점,음식,커피점/카페,경상남도,김해시,내외동,35.2297680278418,128.872000267904
49470,스타벅스,,음식,커피점/카페,경상남도,창원시,합성2동,35.2403037972809,128.584642208319
57993,스타벅스,창원용지호수점,음식,커피점/카페,경상남도,창원시,용지동,35.2298525521455,128.681869634408
60036,스타벅스,양산이마트점,음식,커피점/카페,경상남도,양산시,양주동,35.3368758889141,129.026391983595
64966,스타벅스,창원호계DT점,음식,커피점/카페,경상남도,창원시,내서읍,35.2615708671292,128.522996643292
71221,스타벅스,창원역DT,음식,커피점/카페,경상남도,창원시,팔룡동,35.2569916580028,128.607884175072
74032,스타벅스,,음식,커피점/카페,경상남도,창녕군,영산면,35.4563159972849,128.529828301277
74209,스타벅스,경남남양산점,음식,커피점/카페,경상남도,양산시,물금읍,35.3287302182663,129.014322160022
84297,스타벅스,창원팔용점,음식,커피점/카페,경상남도,창원시,팔룡동,35.254438347653,128.611920151948
86039,스타벅스,마산역DT점,음식,커피점/카페,경상남도,창원시,석전동,35.236357634524,128.580471851661
86279,스타벅스,김해구산DT점,음식,커피점/카페,경상남도,김해시,북부동,35.2552557479148,128.866251092604
89201,스타벅스,거제옥포점,음식,커피점/카페,경상남도,거제시,옥포1동,34.8935421784619,128.691836251825
90280,스타벅스,통영이마트점,음식,커피점/카페,경상남도,통영시,광도면,34.887138556453,128.418026693366
96984,스타벅스,양산증산역,음식,커피점/카페,경상남도,양산시,물금읍,35.3098875256799,129.009413413512
99337,스타벅스,마산해안대로DT점,음식,커피점/카페,경상남도,창원시,오동동,35.2042124764915,128.580583488064
111205,스타벅스,진주평거점,음식,커피점/카페,경상남도,진주시,평거동,35.1725335630669,128.060093088012
112705,스타벅스,양산터미널점,음식,커피점/카페,경상남도,양산시,양주동,35.3356379697322,129.026750326323
113965,스타벅스,김해인제대점,음식,커피점/카페,경상남도,김해시,활천동,35.2436296932733,128.904188396615
114707,스타벅스,창원상남사거리점,음식,커피점/카페,경상남도,창원시,상남동,35.2201984741674,128.683458540689
115677,스타벅스,사천벌리점,음식,커피점/카페,경상남도,사천시,벌용동,34.941149113582,128.086373021666
117773,스타벅스,거제대로DT점,음식,커피점/카페,경상남도,거제시,수양동,34.8947014564794,128.641538805783
119425,스타벅스,창원시티세븐점,음식,커피점/카페,경상남도,창원시,중앙동,35.2396761736486,128.654428827417
121888,스타벅스,김해율하신도시점,음식,커피점/카페,경상남도,김해시,장유3동,35.1709590703686,128.813913979036
129242,스타벅스,김해율하점,음식,커피점/카페,경상남도,김해시,장유3동,35.1764377900262,128.812848765955
129276,스타벅스,거제고현점,음식,커피점/카페,경상남도,거제시,고현동,34.8907813931519,128.622209108859
129829,스타벅스,마산월남동DT점,음식,커피점/카페,경상남도,창원시,문화동,35.1859592880855,128.561326367414
129935,스타벅스,,음식,커피점/카페,경상남도,김해시,장유1동,35.1981938514137,128.816118307097
130572,스타벅스,거제옥포DT점,음식,커피점/카페,경상남도,거제시,옥포1동,34.8889637190252,128.69166659007
133069,스타벅스,김해금관대로DT점,음식,커피점/카페,경상남도,김해시,내외동,35.2399693102182,128.861023462825
134080,스타벅스,창원파티마병원점,음식,커피점/카페,경상남도,창원시,명곡동,35.2372505085143,128.644510129656
135399,스타벅스,,음식,양식,경상남도,창원시,중앙동,35.2180599363371,128.677432197163
143285,스타벅스,,음식,커피점/카페,경상남도,양산시,중앙동,35.3454906944012,129.039317331503
160334,스타벅스,,음식,커피점/카페,경상남도,통영시,정량동,34.8440761843943,128.430569473261
5285,스타벅스,구미인의점,음식,커피점/카페,경상북도,구미시,인동동,36.1069833686445,128.420706545794
5392,스타벅스,구미시청디티점,음식,커피점/카페,경상북도,구미시,송정동,36.1176540004314,128.341593755036
11095,스타벅스,포항북부비치점,음식,커피점/카페,경상북도,포항시,중앙동,36.055018529671,129.376994197879
11554,스타벅스,구미점,음식,커피점/카페,경상북도,구미시,원평동,36.1281880083274,128.332740344245
13921,스타벅스,,음식,커피점/카페,경상북도,포항시,연일읍,35.9981591595761,129.346082187814
15023,스타벅스,김천구미역점,음식,커피점/카페,경상북도,김천시,율곡동,36.1165431209248,128.181673832366
17913,스타벅스,,음식,커피점/카페,경상북도,영양군,석보면,36.557642696988,129.124228518373
21370,스타벅스,포항죽도DT점,음식,커피점/카페,경상북도,포항시,죽도동,36.0183974503753,129.348001598077
22019,스타벅스,,음식,커피점/카페,경상북도,고령군,쌍림면,35.6821554492804,128.242993506809
22089,스타벅스,안동병원점,음식,커피점/카페,경상북도,안동시,강남동,36.5467415564888,128.70109489593
22747,스타벅스,,음식,커피점/카페,경상북도,청도군,화양읍,35.6504009869103,128.708405854975
24614,스타벅스,구미도량DT점,음식,커피점/카페,경상북도,구미시,도량동,36.1383886668104,128.316849713104
25115,스타벅스,경주보문로점,음식,커피점/카페,경상북도,경주시,보덕동,35.8388273591379,129.285961262697
26019,스타벅스,포항중앙점,음식,커피점/카페,경상북도,포항시,중앙동,36.0387273137032,129.364116060449
26630,스타벅스,경주황성점,음식,커피점/카페,경상북도,경주시,황성동,35.8639295478746,129.212991542708
26773,스타벅스,포항오천점,음식,커피점/카페,경상북도,포항시,오천읍,35.9642725781496,129.402721491374
26936,스타벅스,포항애비뉴점,음식,커피점/카페,경상북도,포항시,상대동,36.0127632066289,129.348937280698
30401,스타벅스,경산중방DT점,음식,커피점/카페,경상북도,경산시,중앙동,35.8273239066947,128.736913289353
32360,스타벅스,구미옥계점,음식,커피점/카페,경상북도,구미시,양포동,36.138307265685,128.41956256013
45290,스타벅스,,음식,커피점/카페,경상북도,포항시,상대동,36.0117182685329,129.350494632279
48606,스타벅스,구미확장단지점,음식,커피점/카페,경상북도,구미시,산동읍,36.1558185110341,128.429947185999
51082,스타벅스,경주보문점,음식,커피점/카페,경상북도,경주시,보덕동,35.8366024203234,129.285006684039
52681,스타벅스,안동시청점,음식,커피점/카페,경상북도,안동시,중구동,36.5663788047207,128.731135458866
54032,스타벅스,포항쌍용DT점,음식,커피점/카페,경상북도,포항시,상대동,36.0153965174146,129.352787112462
60917,스타벅스,,음식,커피점/카페,경상북도,안동시,풍산읍,36.5784584428743,128.572244338332
65153,스타벅스,경주노동점,음식,커피점/카페,경상북도,경주시,중부동,35.8421238093713,129.212482328985
65250,스타벅스,구미금오산점,음식,커피점/카페,경상북도,구미시,선주원남동,36.1222374506829,128.323605784907
65978,스타벅스,미스리경산점,음식,커피점/카페,경상북도,경산시,압량읍,35.84149099414,128.761751565446
66407,스타벅스,영남대아트센터점,음식,커피점/카페,경상북도,경산시,북부동,35.8305010360545,128.752194422001
67153,스타벅스,구미공단점,음식,커피점/카페,경상북도,구미시,공단동,36.1014040356926,128.385992381022
68087,스타벅스,,음식,커피점/카페,경상북도,영덕군,영해면,36.5391210266104,129.406413129019
80364,스타벅스,구미인동점,음식,커피점/카페,경상북도,구미시,인동동,36.1080275774405,128.418501811212
82886,스타벅스,문경새재점,음식,커피점/카페,경상북도,문경시,문경읍,36.7593918573463,128.077604091104
87064,스타벅스,영남대점,음식,커피점/카페,경상북도,경산시,북부동,35.8370209954154,128.753086131834
88763,스타벅스,,음식,커피점/카페,경상북도,안동시,풍천면,36.5417047952553,128.464910070227
90011,스타벅스,구미상모DT점,음식,커피점/카페,경상북도,구미시,상모사곡동,36.0822529585277,128.356408016529
92999,스타벅스,포항이마트점,음식,커피점/카페,경상북도,포항시,제철동,35.9925045113993,129.397642997701
102127,스타벅스,경주대릉원점,음식,커피점/카페,경상북도,경주시,황남동,35.8340322328761,129.214971258551
102151,스타벅스,대구가톨릭대점,음식,커피점/카페,경상북도,경산시,하양읍,35.9077659745719,128.812395761419
103509,스타벅스,경주보문호수점,음식,커피점/카페,경상북도,경주시,보덕동,35.8532779261246,129.268702990016
103681,스타벅스,포항시청점,음식,커피점/카페,경상북도,포항시,대이동,36.0181762846682,129.342007305048
104380,스타벅스,경산임당역DT점,음식,커피점/카페,경상북도,경산시,북부동,35.8335622024287,128.745493687491
105589,스타벅스,포항대이점,음식,커피점/카페,경상북도,포항시,대이동,36.0253237334087,129.339532387376
106533,스타벅스,안동이마트점,음식,커피점/카페,경상북도,안동시,옥동,36.5584853019175,128.699402444258
110444,스타벅스,포항양덕점,음식,커피점/카페,경상북도,포항시,장량동,36.0815756366978,129.398185374267
112591,스타벅스,안동옥동점,음식,커피점/카페,경상북도,안동시,옥동,36.563534091862,128.702129171454
117483,스타벅스,,음식,커피점/카페,경상북도,청송군,부남면,36.3462400936122,129.064154758729
125411,스타벅스,,음식,커피점/카페,경상북도,성주군,벽진면,35.950186539981,128.215323138194
128643,스타벅스,,음식,커피점/카페,경상북도,경주시,안강읍,35.9925637752941,129.22485038945
128905,스타벅스,,음식,커피점/카페,경상북도,청도군,화양읍,35.6507969489651,128.710043747605
137613,스타벅스,,음식,커피점/카페,경상북도,문경시,가은읍,36.6474710578698,128.061207612986
138276,스타벅스,,음식,커피점/카페,경상북도,청송군,진보면,36.5315788757427,129.036872882323
4827,스타벅스,광주금호DT점,음식,커피점/카페,광주광역시,서구,상무2동,35.1421309618547,126.857657710207
4845,스타벅스,광주충장로점,음식,커피점/카페,광주광역시,동구,충장동,35.1493996685685,126.914920529911
6975,스타벅스,상무역점,음식,커피점/카페,광주광역시,서구,치평동,35.1474833942404,126.847947452692
9431,스타벅스,광주첨단점,음식,커피점/카페,광주광역시,광산구,첨단2동,35.2146103759596,126.843353336762
10202,스타벅스,광주황금점,음식,커피점/카페,광주광역시,동구,충장동,35.1473415964027,126.914596669305
10214,스타벅스,광주오치점,음식,커피점/카페,광주광역시,북구,오치2동,35.1874831406157,126.898922023229
10307,스타벅스,광주상무DT점,음식,커피점/카페,광주광역시,서구,치평동,35.1499464985534,126.854848721293
10367,스타벅스,조선대점,음식,커피점/카페,광주광역시,동구,서남동,35.1446137849134,126.930183092856
11141,스타벅스,광주선운DT점,음식,커피점/카페,광주광역시,광산구,어룡동,35.1469642486356,126.777489380678
11507,스타벅스,광주월산DT점,음식,커피점/카페,광주광역시,남구,월산4동,35.1455763638393,126.890872071276
11586,스타벅스,광주신세계DT점,음식,커피점/카페,광주광역시,서구,화정1동,35.1562374551794,126.882770114135
11826,스타벅스,광산수완점,음식,커피점/카페,광주광역시,광산구,수완동,35.1904098716508,126.824777749032
12115,스타벅스,광주효천DT점,음식,커피점/카페,광주광역시,남구,송암동,35.0999740489431,126.871243168054
12643,스타벅스,광주동명점,음식,커피점/카페,광주광역시,동구,동명동,35.1504773225796,126.923565354333
12658,스타벅스,광주용봉점,음식,커피점/카페,광주광역시,북구,용봉동,35.1786696488865,126.895187410411
13067,스타벅스,광주신가DT점,음식,커피점/카페,광주광역시,광산구,신가동,35.1791485926536,126.830044896848
13142,스타벅스,봉선점,음식,커피점/카페,광주광역시,남구,봉선2동,35.1227852661879,126.914330094527
13384,스타벅스,상무점,음식,커피점/카페,광주광역시,서구,치평동,35.153630633303,126.847926652699
13654,스타벅스,광주신세계5층점,음식,커피점/카페,광주광역시,서구,광천동,35.1605646581878,126.879901057815
13667,스타벅스,광주진월점,음식,커피점/카페,광주광역시,남구,주월1동,35.1258045842139,126.897317134598
14799,스타벅스,광주상무시민로점,음식,커피점/카페,광주광역시,서구,치평동,35.1549636386213,126.854471109981
15425,스타벅스,광주풍암점,음식,커피점/카페,광주광역시,서구,풍암동,35.1268593322891,126.879638628172
17050,스타벅스,광주일곡점,음식,커피점/카페,광주광역시,북구,일곡동,35.205467130946,126.898086272262
17097,스타벅스,광주수완DT점,음식,커피점/카페,광주광역시,광산구,비아동,35.2031086900557,126.819060012487
17119,스타벅스,,음식,커피점/카페,광주광역시,광산구,첨단1동,35.2196544264927,126.847697357185
20548,스타벅스,광주봉선중앙점,음식,커피점/카페,광주광역시,남구,봉선2동,35.1253977939019,126.911146621941
23314,스타벅스,광주장덕점,음식,커피점/카페,광주광역시,광산구,수완동,35.1911337975241,126.819507827656
25365,스타벅스,광주하남점,음식,커피점/카페,광주광역시,광산구,우산동,35.1625513632478,126.810316720045
25632,스타벅스,,음식,커피점/카페,광주광역시,광산구,수완동,35.1810899610099,126.810957869377
25911,스타벅스,미스리,음식,커피점/카페,광주광역시,남구,주월1동,35.1260174210035,126.8959428276
27914,스타벅스,광주무등산점,음식,커피점/카페,광주광역시,동구,학운동,35.1338812530273,126.954287698059
28768,스타벅스,광주매곡DT점,음식,커피점/카페,광주광역시,북구,매곡동,35.1898608042462,126.898703285055
29898,스타벅스,광주두암타운점,음식,커피점/카페,광주광역시,북구,두암3동,35.1621281135145,126.937384822691
31511,스타벅스,광주방림DT점,음식,커피점/카페,광주광역시,남구,방림1동,35.1349125265101,126.917746234277
32396,스타벅스,광주지산유원지입구점,음식,커피점/카페,광주광역시,동구,산수2동,35.1544791091728,126.940908608505
36757,스타벅스,광주서문대로점,음식,커피점/카페,광주광역시,남구,진월동,35.1192633305333,126.898623025126
37083,스타벅스,광주첨단신용점,음식,커피점/카페,광주광역시,북구,신용동,35.2070005503629,126.864064130069
37981,스타벅스,상무치평점,음식,커피점/카페,광주광역시,서구,치평동,35.1520334733201,126.85344761203
39062,스타벅스,광주신안DT점,음식,커피점/카페,광주광역시,북구,신안동,35.1714476413958,126.894977743764
39063,스타벅스,광주산정DT점,음식,커피점/카페,광주광역시,광산구,하남동,35.173569225602,126.804217252708
39100,스타벅스,광주운남DT점,음식,커피점/카페,광주광역시,광산구,운남동,35.1751561957768,126.818048243402
52564,스타벅스,광주동림점,음식,커피점/카페,광주광역시,서구,동천동,35.171569122051,126.866181845862
53155,스타벅스,충장일가점,음식,커피점/카페,광주광역시,동구,충장동,35.1467883403093,126.918247489114
53953,스타벅스,광주용두DT점,음식,커피점/카페,광주광역시,북구,신용동,35.212784555951,126.868574512463
55095,스타벅스,광주지산DT점,음식,커피점/카페,광주광역시,동구,동명동,35.1497959004798,126.929061695687
55096,스타벅스,광주연제DT점,음식,커피점/카페,광주광역시,북구,양산동,35.1975053609222,126.866557272597
55523,스타벅스,광주주월DT점,음식,커피점/카페,광주광역시,남구,주월1동,35.1341051541001,126.898170818324
58623,스타벅스,충장서림점,음식,커피점/카페,광주광역시,동구,충장동,35.148078055964,126.917319538584
61783,스타벅스,동광주DT점,음식,커피점/카페,광주광역시,북구,두암2동,35.175662881815,126.927712565623
