,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
65103,스타벅스,,음식,커피점/카페,광주광역시,광산구,어룡동,35.152388277428,126.769253911918
50,스타벅스,대구중앙로점,음식,커피점/카페,대구광역시,중구,성내2동,35.8678989020711,128.590490024653
2366,스타벅스,만촌이마트점,음식,커피점/카페,대구광역시,수성구,만촌1동,35.8712206867939,128.63715749927
2738,스타벅스,대구동천점,음식,커피점/카페,대구광역시,북구,동천동,35.942563418242,128.56053133214
3028,스타벅스,대구수성하이츠점,음식,커피점/카페,대구광역시,수성구,수성4가동,35.8611609632535,128.613094188458
3030,스타벅스,대구봉무점,음식,커피점/카페,대구광역시,동구,불로.봉무동,35.9220410040332,128.639769954725
4162,스타벅스,대구동촌유원지점,음식,커피점/카페,대구광역시,동구,효목1동,35.8800936416114,128.6531987141
4939,스타벅스,대구상인역점,음식,커피점/카페,대구광역시,달서구,상인2동,35.8182813761888,128.536549606963
6977,스타벅스,동아수성점,음식,커피점/카페,대구광역시,수성구,범물1동,35.821080998401,128.640375439966
7645,스타벅스,동대구터미널점,음식,커피점/카페,대구광역시,동구,신천4동,35.8762230054311,128.628603754871
7845,스타벅스,대구침산DT점,음식,커피점/카페,대구광역시,북구,침산2동,35.8874864191681,128.591953455867
8166,스타벅스,대구중동네거리DT점,음식,커피점/카페,대구광역시,수성구,중동,35.8409218949621,128.613945748011
8544,스타벅스,대구중앙로역점,음식,커피점/카페,대구광역시,중구,성내1동,35.8706919225712,128.59436440616
9094,스타벅스,수성리더스점,음식,커피점/카페,대구광역시,수성구,두산동,35.8379205058804,128.622700469374
9246,스타벅스,대구월성점,음식,커피점/카페,대구광역시,달서구,월성1동,35.8242777216717,128.525788251872
10072,스타벅스,경북대점,음식,커피점/카페,대구광역시,북구,산격3동,35.8923245720595,128.608571351382
12061,스타벅스,,음식,커피점/카페,대구광역시,서구,비산5동,35.8876254696388,128.564950952493
12251,스타벅스,대구팔공산점,음식,커피점/카페,대구광역시,동구,공산동,35.9879714511258,128.63640918329
13247,스타벅스,대구감삼DT점,음식,커피점/카페,대구광역시,달서구,감삼동,35.8444644422954,128.536681609756
13383,스타벅스,대구영대병원역DT점,음식,커피점/카페,대구광역시,남구,봉덕1동,35.8454496736623,128.593589296743
14101,스타벅스,대구각산역DT,음식,커피점/카페,대구광역시,동구,안심4동,35.8689949872606,128.726026181477
15609,스타벅스,국립대구박물관DT점,음식,커피점/카페,대구광역시,수성구,황금1동,35.8456666825976,128.639144955402
15611,스타벅스,대구광장점,음식,커피점/카페,대구광역시,달서구,두류3동,35.8557389841873,128.552822598049
15612,스타벅스,대구죽전역점,음식,커피점/카페,대구광역시,달서구,감삼동,35.8487379942151,128.536400421601
15615,스타벅스,대구들안길DT점,음식,커피점/카페,대구광역시,수성구,상동,35.8374755728427,128.61634332863
15753,스타벅스,대구율하점,음식,커피점/카페,대구광역시,동구,안심1동,35.8636329164797,128.693866525622
15998,스타벅스,대구삼성화재점,음식,커피점/카페,대구광역시,수성구,범어3동,35.8661675298147,128.626254357263
16165,스타벅스,계명대동산병원점,음식,커피점/카페,대구광역시,달서구,신당동,35.8538971823181,128.480147916509
16315,스타벅스,대구수성도서관DT점,음식,커피점/카페,대구광역시,수성구,만촌1동,35.8727701398062,128.639008187531
17470,스타벅스,대구두류DT점,음식,커피점/카페,대구광역시,달서구,두류1.2동,35.8588711433455,128.561558096915
20579,스타벅스,대구성당못역점,음식,커피점/카페,대구광역시,달서구,성당동,35.8379279805257,128.556894236453
21137,스타벅스,,음식,커피점/카페,대구광역시,남구,대명4동,35.8454145402468,128.569179181283
21164,스타벅스,대구진천역점,음식,커피점/카페,대구광역시,달서구,진천동,35.814441442261,128.524351219555
28093,스타벅스,대구성서ICDT점,음식,커피점/카페,대구광역시,달서구,용산2동,35.8507113771614,128.520117204754
28633,스타벅스,대구캠프워커점,음식,커피점/카페,대구광역시,남구,봉덕3동,35.8359401163061,128.590042819835
28752,스타벅스,대구범어제니스점,음식,커피점/카페,대구광역시,수성구,범어2동,35.861001374714,128.62828425151
30202,스타벅스,대구칠곡대로DT점,음식,커피점/카페,대구광역시,북구,태전2동,35.9269028144597,128.547898589587
32110,스타벅스,대구죽곡점,음식,커피점/카페,대구광역시,달성군,다사읍,35.8591602989892,128.464257826967
35840,스타벅스,대구시티센터점,음식,커피점/카페,대구광역시,중구,성내1동,35.8709617047047,128.598120429496
40732,스타벅스,대구수성호수점,음식,커피점/카페,대구광역시,수성구,두산동,35.8261392625568,128.615879376176
42450,스타벅스,대구월촌역점,음식,커피점/카페,대구광역시,달서구,송현2동,35.8240289613299,128.545209697217
43033,스타벅스,대구중동DT점,음식,커피점/카페,대구광역시,수성구,중동,35.8473824711491,128.612556374814
43219,스타벅스,대구수성동점,음식,커피점/카페,대구광역시,수성구,수성2.3가동,35.8538231490581,128.620322658569
44717,스타벅스,대구도원점DT점,음식,커피점/카페,대구광역시,달서구,도원동,35.8077378177287,128.548085891323
45051,스타벅스,대구상인DT점,음식,커피점/카페,대구광역시,달서구,상인1동,35.8227913056608,128.533791042123
45850,스타벅스,,음식,커피점/카페,대구광역시,달성군,하빈면,35.8799670743226,128.39779561065
51041,스타벅스,대구계산점,음식,커피점/카페,대구광역시,중구,성내2동,35.8664785623564,128.589726514058
51195,스타벅스,대구공평DT점,음식,커피점/카페,대구광역시,중구,동인동,35.8695515591633,128.600745342969
52235,스타벅스,대구월곡DT점,음식,커피점/카페,대구광역시,달서구,상인2동,35.8148722321362,128.54104160408
52299,스타벅스,대구범어네거리R점,음식,커피점/카페,대구광역시,수성구,범어1동,35.8576836543237,128.624991860808
54052,스타벅스,반야월이마트점,음식,커피점/카페,대구광역시,동구,안심4동,35.8708880148835,128.727471953237
55658,스타벅스,대구시지점,음식,커피점/카페,대구광역시,수성구,고산1동,35.8395029502229,128.708057529235
60026,스타벅스,수성레이크점,음식,커피점/카페,대구광역시,수성구,두산동,35.8257035421021,128.62173069978
69436,스타벅스,동대구로DT점,음식,커피점/카페,대구광역시,동구,신천4동,35.868145155244,128.627266518866
69925,스타벅스,대구수목원점,음식,커피점/카페,대구광역시,달서구,진천동,35.8072395535126,128.520254102995
70520,스타벅스,대구평리DT점,음식,커피점/카페,대구광역시,서구,평리4동,35.8659482489525,128.555373863352
71096,스타벅스,,음식,커피점/카페,대구광역시,달성군,하빈면,35.8794662073561,128.399343614948
72212,스타벅스,동성로로데오점,음식,커피점/카페,대구광역시,중구,삼덕동,35.8672405415574,128.597859928811
73618,스타벅스,동성로광장점,음식,커피점/카페,대구광역시,중구,성내1동,35.8672948850006,128.594172940819
77138,스타벅스,대구만촌점,음식,커피점/카페,대구광역시,수성구,만촌3동,35.8563689649214,128.650236123286
78363,스타벅스,대구계명대점,음식,커피점/카페,대구광역시,달서구,신당동,35.8558517742415,128.493811148301
80496,스타벅스,대구성서점,음식,커피점/카페,대구광역시,달서구,이곡1동,35.8550707246958,128.51032515716
1645,스타벅스,대전터미널점,음식,커피점/카페,대전광역시,동구,용전동,36.3499363970849,127.438061022466
2793,스타벅스,대전둔산점,음식,커피점/카페,대전광역시,서구,둔산2동,36.3502388670403,127.377260977952
3007,스타벅스,대전유성점,음식,커피점/카페,대전광역시,유성구,온천1동,36.3545517391869,127.339567187139
5334,스타벅스,대전월평점,음식,커피점/카페,대전광역시,서구,월평2동,36.3610269938748,127.377297613408
5638,스타벅스,대전노은점,음식,커피점/카페,대전광역시,유성구,노은2동,36.3734737429302,127.319558878605
6198,스타벅스,대전중앙로역점,음식,커피점/카페,대전광역시,중구,은행선화동,36.3279454723366,127.426601920943
7833,스타벅스,월평트레이더스점,음식,커피점/카페,대전광역시,서구,월평1동,36.3576977454764,127.362928278008
11162,스타벅스,대전탄방점,음식,커피점/카페,대전광역시,서구,탄방동,36.3464274606918,127.387897278192
12142,스타벅스,대전터미널DT점,음식,커피점/카페,대전광역시,동구,성남동,36.347845506676,127.434243563795
12493,스타벅스,대전가오점,음식,커피점/카페,대전광역시,동구,효동,36.3069496982665,127.456286009766
12883,스타벅스,은행동점,음식,커피점/카페,대전광역시,중구,은행선화동,36.3290680062403,127.427640692771
12888,스타벅스,둔산은하수점,음식,커피점/카페,대전광역시,서구,둔산2동,36.3529544138761,127.377796432561
13238,스타벅스,대전관평동,음식,커피점/카페,대전광역시,유성구,관평동,36.4254546590999,127.392630518786
16270,스타벅스,대전엑스포,음식,커피점/카페,대전광역시,유성구,신성동,36.3763440126597,127.390471497282
17868,스타벅스,대전장대점,음식,커피점/카페,대전광역시,유성구,온천2동,36.3619867230238,127.336261790505
18466,스타벅스,대전복수점,음식,커피점/카페,대전광역시,서구,복수동,36.2983678760776,127.378241354759
19969,스타벅스,대전법원점,음식,커피점/카페,대전광역시,서구,둔산1동,36.353301603827,127.387431226361
24456,스타벅스,대전수침교DT점,음식,커피점/카페,대전광역시,서구,용문동,36.3350267712959,127.39678635877
25616,스타벅스,대전탄방역점,음식,커피점/카페,대전광역시,서구,탄방동,36.3432157467673,127.385504978428
26747,스타벅스,대전관저점,음식,커피점/카페,대전광역시,서구,관저2동,36.2985660670065,127.337935143077
26866,스타벅스,대전유성구청점,음식,커피점/카페,대전광역시,유성구,온천2동,36.3622300550635,127.357698728398
27864,스타벅스,대전판암디티점,음식,커피점/카페,대전광역시,동구,판암1동,36.3170316397664,127.4536211852
28364,스타벅스,대전도안DT점,음식,커피점/카페,대전광역시,유성구,온천1동,36.3514988115428,127.339982922229
31264,스타벅스,,음식,커피점/카페,대전광역시,대덕구,신탄진동,36.4469950405009,127.429330216926
34492,스타벅스,대전목원대점,음식,커피점/카페,대전광역시,서구,도안동,36.3311769488524,127.338583838334
37072,스타벅스,대전전민점,음식,커피점/카페,대전광역시,유성구,전민동,36.3994576638341,127.400514029135
40913,스타벅스,대전만년점,음식,커피점/카페,대전광역시,서구,만년동,36.367675586322,127.382003013439
44093,스타벅스,대전정부청사역점,음식,커피점/카페,대전광역시,서구,둔산1동,36.358170066296,127.38251271814
44431,스타벅스,충남대정문점,음식,커피점/카페,대전광역시,유성구,온천2동,36.360672095575,127.344641126456
46295,스타벅스,대전건양대병원점,음식,커피점/카페,대전광역시,서구,관저1동,36.3072989892043,127.341157321359
47441,스타벅스,대전반석역점,음식,커피점/카페,대전광역시,유성구,노은3동,36.3916304229808,127.31425071771
49720,스타벅스,대전ICDT점,음식,커피점/카페,대전광역시,대덕구,비래동,36.3542831488655,127.444425210613
50109,스타벅스,대전세이1층점,음식,커피점/카페,대전광역시,중구,문화1동,36.3206307062252,127.40880280715
53903,스타벅스,대전대덕로점,음식,커피점/카페,대전광역시,서구,둔산2동,36.3533475658435,127.380612151158
54551,스타벅스,대전시청역사거리점,음식,커피점/카페,대전광역시,서구,둔산1동,36.3509871361072,127.389532791703
56003,스타벅스,대전송촌점,음식,커피점/카페,대전광역시,대덕구,송촌동,36.3661408027969,127.438044823728
56865,스타벅스,대전테크노밸리점,음식,커피점/카페,대전광역시,유성구,관평동,36.425286842483,127.389765770478
56931,스타벅스,대전시청사거리점,음식,커피점/카페,대전광역시,서구,탄방동,36.3480363811137,127.383550861569
60375,스타벅스,대전용문DT점,음식,커피점/카페,대전광역시,서구,용문동,36.3350806454641,127.389645783512
60967,스타벅스,대전구암DT점,음식,커피점/카페,대전광역시,유성구,온천1동,36.348799921631,127.332741761315
2741,스타벅스,부산역점,음식,커피점/카페,부산광역시,동구,초량3동,35.1163460024434,129.040830967932
5440,스타벅스,부산연산역점,음식,커피점/카페,부산광역시,연제구,연산4동,35.1869670403599,129.083343934019
6102,스타벅스,연산중앙로점,음식,커피점/카페,부산광역시,연제구,연산5동,35.185431465132,129.080677490817
7206,스타벅스,부산하단점,음식,커피점/카페,부산광역시,사하구,하단1동,35.1053503724735,128.968878084642
9129,스타벅스,하단중앙점,음식,커피점/카페,부산광역시,사하구,하단2동,35.1064995212474,128.966072638306
9958,스타벅스,서면일번가점,음식,커피점/카페,부산광역시,부산진구,부전2동,35.1529624007867,129.057298904942
9975,스타벅스,부산동대신역점,음식,커피점/카페,부산광역시,서구,동대신3동,35.1126652517405,129.0167602861
10078,스타벅스,부산온천장역점,음식,커피점/카페,부산광역시,동래구,온천1동,35.2213075406717,129.08560153654
10211,스타벅스,센텀시티점,음식,커피점/카페,부산광역시,해운대구,우2동,35.1698870198936,129.132482667416
10411,스타벅스,사상역점,음식,커피점/카페,부산광역시,사상구,괘법동,35.1639866756647,128.983425647611
10565,스타벅스,경성대점,음식,커피점/카페,부산광역시,남구,대연3동,35.1370003770109,129.10064436277
10622,스타벅스,서면역점,음식,커피점/카페,부산광역시,부산진구,부전1동,35.1580143250476,129.059921644154
10633,스타벅스,하버타운점,음식,커피점/카페,부산광역시,해운대구,우1동,35.1597068330641,129.159540011725
10829,스타벅스,해운대달맞이DT점,음식,커피점/카페,부산광역시,해운대구,중1동,35.161437524362,129.170782232651
10953,스타벅스,부산다대포점,음식,커피점/카페,부산광역시,사하구,다대1동,35.0489411922395,128.964199624224
11047,스타벅스,해운대달맞이점,음식,커피점/카페,부산광역시,해운대구,중2동,35.1579362612154,129.18232239807
12285,스타벅스,센텀드림월드점,음식,커피점/카페,부산광역시,해운대구,우2동,35.1669618879898,129.13297998235
12923,스타벅스,부산송정비치점,음식,커피점/카페,부산광역시,해운대구,송정동,35.180742924138,129.202282582024
15745,스타벅스,을숙도강변DT점,음식,커피점/카페,부산광역시,사하구,하단2동,35.1153760139958,128.959562347489
17125,스타벅스,부산대정문점,음식,커피점/카페,부산광역시,금정구,장전2동,35.2321242300263,129.084581127286
18805,스타벅스,부산광복로R점,음식,커피점/카페,부산광역시,중구,광복동,35.1001113265537,129.031389424812
19778,스타벅스,명지강변DT점,음식,커피점/카페,부산광역시,강서구,명지1동,35.1026568756313,128.929512978109
20515,스타벅스,부산송도해수욕장점,음식,커피점/카페,부산광역시,서구,암남동,35.0772397496774,129.017866684954
21471,스타벅스,부산화명역점,음식,커피점/카페,부산광역시,북구,화명3동,35.2336891168998,129.013214567487
22754,스타벅스,부산안락DT점,음식,커피점/카페,부산광역시,동래구,안락2동,35.1959122197564,129.106884964376
22841,스타벅스,부산역라마다점,음식,커피점/카페,부산광역시,동구,초량1동,35.1142588428362,129.040354654467
23021,스타벅스,부산역아스티점,음식,커피점/카페,부산광역시,동구,초량3동,35.1165787986227,129.042062603979
23022,스타벅스,스타필드명지점,음식,커피점/카페,부산광역시,강서구,명지1동,35.0931251890339,128.918174282154
23023,스타벅스,기장역DT점,음식,커피점/카페,부산광역시,기장군,기장읍,35.2421897071711,129.220251665079
23199,스타벅스,서면중앙대로R점,음식,커피점/카페,부산광역시,부산진구,부전2동,35.1530231927924,129.059626430918
23300,스타벅스,부산교대점,음식,커피점/카페,부산광역시,연제구,거제1동,35.1957265804807,129.077497589889
23365,스타벅스,다대포DT점,음식,커피점/카페,부산광역시,사하구,다대1동,35.0609677159651,128.975271063842
23934,스타벅스,벡스코점,음식,커피점/카페,부산광역시,해운대구,우2동,35.1690785295441,129.13603906341
24291,스타벅스,금정남산동DT점,음식,커피점/카페,부산광역시,금정구,남산동,35.2621604871374,129.091333339269
25241,스타벅스,장산역점,음식,커피점/카페,부산광역시,해운대구,좌2동,35.1691772216307,129.176689134256
25744,스타벅스,부전역점,음식,커피점/카페,부산광역시,부산진구,부전1동,35.1618549283166,129.061903308303
26288,스타벅스,남포동역점,음식,커피점/카페,부산광역시,중구,광복동,35.0983215343327,129.035150801164
26437,스타벅스,범일동역점,음식,커피점/카페,부산광역시,동구,범일2동,35.1413230864786,129.058596888446
26460,스타벅스,부산대역점,음식,커피점/카페,부산광역시,금정구,장전2동,35.2305273611084,129.088756366931
28801,스타벅스,부산외대점,음식,커피점/카페,부산광역시,금정구,남산동,35.2639773430004,129.084752652172
30822,스타벅스,해운대점,음식,커피점/카페,부산광역시,해운대구,우1동,35.163329683637,129.159613384105
32220,스타벅스,센텀파크점,음식,커피점/카페,부산광역시,해운대구,재송1동,35.1767749992096,129.123619904461
33612,스타벅스,동래미남DT점,음식,커피점/카페,부산광역시,동래구,온천2동,35.207186283523,129.072069873707
38156,스타벅스,동명대DT점,음식,커피점/카페,부산광역시,남구,용당동,35.1231163443511,129.098943540848
38600,스타벅스,수영강변DT,음식,커피점/카페,부산광역시,해운대구,반여1동,35.2039545311288,129.119414691432
45650,스타벅스,해운대엑스더스카이점,음식,커피점/카페,부산광역시,해운대구,중1동,35.1613468456816,129.168036892096
45886,스타벅스,해운대점,음식,커피점/카페,부산광역시,해운대구,중1동,35.1604648472611,129.162272831696
49989,스타벅스,부산대연역점,음식,커피점/카페,부산광역시,남구,대연1동,35.1349506851431,129.093067550223
53435,스타벅스,부산정관점,음식,커피점/카페,부산광역시,기장군,정관읍,35.3213861959829,129.177196603733
54362,스타벅스,광안수변공원점,음식,커피점/카페,부산광역시,수영구,민락동,35.1532027780993,129.124700536939
54721,스타벅스,광안리점,음식,커피점/카페,부산광역시,수영구,민락동,35.1550590422778,129.120873725565
57362,스타벅스,센텀로점,음식,커피점/카페,부산광역시,해운대구,우2동,35.1678496582993,129.131543320869
58965,스타벅스,월드마크센텀점,음식,커피점/카페,부산광역시,해운대구,우2동,35.1719247156101,129.131457070193
69051,스타벅스,좌동블루스퀘어점,음식,커피점/카페,부산광역시,해운대구,좌1동,35.1722971990157,129.175636324032
69602,스타벅스,,음식,커피점/카페,부산광역시,해운대구,우3동,35.1550547584442,129.145425561113
71257,스타벅스,BIFC몰점,음식,커피점/카페,부산광역시,남구,문현2동,35.1465053091219,129.065885085962
75098,스타벅스,금련산역점,음식,커피점/카페,부산광역시,수영구,남천1동,35.1471946665657,129.110570722879
75540,스타벅스,남천점,음식,커피점/카페,부산광역시,수영구,남천2동,35.1483240681641,129.114207648607
78292,스타벅스,수영역점,음식,커피점/카페,부산광역시,수영구,광안3동,35.1657722223676,129.114500472629
79828,스타벅스,서면트레이더스점,음식,커피점/카페,부산광역시,부산진구,부암1동,35.163919371925,129.052578034968
81898,스타벅스,서면서전로점,음식,커피점/카페,부산광역시,부산진구,부전1동,35.1579787122775,129.061929762609
84684,스타벅스,광복중앙로점,음식,커피점/카페,부산광역시,중구,대청동,35.1019163652803,129.031126982977
86749,스타벅스,양정역점,음식,커피점/카페,부산광역시,부산진구,양정1동,35.1701008815796,129.069277594677
89245,스타벅스,더해운대R점,음식,커피점/카페,부산광역시,해운대구,우1동,35.1588240848214,129.152865147608
95286,스타벅스,서면로R점,음식,커피점/카페,부산광역시,부산진구,부전2동,35.1552676948429,129.05755921536
96351,스타벅스,부산개금역점,음식,커피점/카페,부산광역시,부산진구,개금1동,35.152872492408,129.022616147254
96376,스타벅스,금정구청DT점,음식,커피점/카페,부산광역시,금정구,부곡3동,35.2385941334925,129.092819363829
96851,스타벅스,,음식,커피점/카페,부산광역시,해운대구,중1동,35.1650859821377,129.164457076305
102405,스타벅스,신세계마린시티점,음식,커피점/카페,부산광역시,해운대구,우3동,35.1570573391424,129.143357288326
102721,스타벅스,동서대DT점,음식,커피점/카페,부산광역시,사상구,주례2동,35.1507003355954,129.009693433747
103272,스타벅스,제니스스퀘어점,음식,커피점/카페,부산광역시,해운대구,우3동,35.1572236013279,129.144841326609
106344,스타벅스,온천장역DT점,음식,커피점/카페,부산광역시,금정구,장전2동,35.2239490044015,129.086559430123
106845,스타벅스,팔레드시즈점,음식,커피점/카페,부산광역시,해운대구,중1동,35.1602158913492,129.166604817644
107210,스타벅스,부산덕천역점,음식,커피점/카페,부산광역시,북구,덕천2동,35.2106799840775,129.008502470617
108167,스타벅스,해운대이마트점,음식,커피점/카페,부산광역시,해운대구,중1동,35.1660401471884,129.167401483699
108306,스타벅스,부산괴정역점,음식,커피점/카페,부산광역시,사하구,괴정3동,35.0984024088627,128.994252485597
110734,스타벅스,해운대중동역점,음식,커피점/카페,부산광역시,해운대구,중1동,35.1672414815048,129.168077270548
111183,스타벅스,서면전포역점,음식,커피점/카페,부산광역시,부산진구,전포1동,35.1542952546818,129.063616002244
111254,스타벅스,부산교대역DT점,음식,커피점/카페,부산광역시,연제구,거제1동,35.198975912294,129.079033963755
111422,스타벅스,사상주례DT점,음식,커피점/카페,부산광역시,사상구,주례1동,35.1548776876614,128.996157373404
114360,스타벅스,베네시티점,음식,커피점/카페,부산광역시,해운대구,우3동,35.158186196302,129.150748800901
114597,스타벅스,피프광장점,음식,커피점/카페,부산광역시,중구,남포동,35.0989679423748,129.028040761744
114839,스타벅스,서면엠디엠타워점,음식,커피점/카페,부산광역시,부산진구,범천1동,35.1497493046038,129.058804779962
114927,스타벅스,서면메디컬거리점,음식,커피점/카페,부산광역시,부산진구,부전1동,35.157982112702,129.057418731971
115425,스타벅스,부산사직점,음식,커피점/카페,부산광역시,동래구,사직1동,35.1979853362218,129.060561433144
116815,스타벅스,부산동아대점,음식,커피점/카페,부산광역시,사하구,하단2동,35.1130529132018,128.964921349219
116948,스타벅스,,음식,커피점/카페,부산광역시,중구,중앙동,35.1079154692235,129.035853464276
117167,스타벅스,부산중앙역점,음식,커피점/카페,부산광역시,중구,중앙동,35.1051654595911,129.035939326781
120457,스타벅스,부산서면중앙로점,음식,커피점/카페,부산광역시,부산진구,부전2동,35.1554810356709,129.058933915872
121485,스타벅스,해운대좌동점,음식,커피점/카페,부산광역시,해운대구,좌1동,35.1775170444565,129.175546801746
125155,스타벅스,영도대교점,음식,커피점/카페,부산광역시,영도구,남항동,35.0946255551752,129.037286596169
125476,스타벅스,명지퍼스트월드점,음식,한식,부산광역시,강서구,명지1동,35.0975652312608,128.905512248145
126081,스타벅스,부산대연못골점,음식,커피점/카페,부산광역시,남구,대연5동,35.1361328380588,129.091920226116
126084,스타벅스,해운대NC점,음식,커피점/카페,부산광역시,해운대구,좌1동,35.1705974675265,129.177093805183
126445,스타벅스,금정구서점,음식,커피점/카페,부산광역시,금정구,구서1동,35.2469596730685,129.088734266913
1495,스타벅스,동숭로아트점,음식,커피점/카페,서울특별시,종로구,이화동,37.5829644184897,127.00388696535
2516,스타벅스,현대목동점,음식,커피점/카페,서울특별시,양천구,목1동,37.5271465422093,126.874681763736
3535,스타벅스,가로수길점,음식,커피점/카페,서울특별시,강남구,신사동,37.5231842055575,127.021629292234
3614,스타벅스,당산점,음식,커피점/카페,서울특별시,영등포구,당산2동,37.5351335863576,126.899952047656
4595,스타벅스,문래역점,음식,커피점/카페,서울특별시,영등포구,문래동,37.5174497816404,126.89647871302
4597,스타벅스,서강대점,음식,커피점/카페,서울특별시,마포구,대흥동,37.552426380667,126.937543279963
5013,스타벅스,봉은사로선정릉점,음식,커피점/카페,서울특별시,강남구,삼성2동,37.5113566651683,127.048500978939
5882,스타벅스,방배다이치빌딩점,음식,커피점/카페,서울특별시,서초구,방배1동,37.4843326178498,126.996073072997
6102,스타벅스,뉴코아강남점,음식,커피점/카페,서울특별시,서초구,반포3동,37.5102488124166,127.006957982903
6748,스타벅스,청담점,음식,커피점/카페,서울특별시,강남구,청담동,37.5243385164378,127.051571721037
7457,스타벅스,파미에파크점,음식,커피점/카페,서울특별시,서초구,반포4동,37.5044803619627,127.007826111215
7876,스타벅스,코엑스몰점,음식,커피점/카페,서울특별시,강남구,삼성1동,37.5118203253706,127.059139102428
9486,스타벅스,포이점,음식,커피점/카페,서울특별시,강남구,개포4동,37.4778100339866,127.045116281379
9524,스타벅스,발산역점,음식,커피점/카페,서울특별시,강서구,등촌3동,37.5601782971845,126.839290175551
11008,스타벅스,서초역이화빌딩점,음식,커피점/카페,서울특별시,서초구,서초3동,37.4882892754504,127.009001461685
13096,스타벅스,방배역점,음식,커피점/카페,서울특별시,서초구,방배1동,37.4819850802876,126.997630905934
13222,스타벅스,이마트본사점,음식,커피점/카페,서울특별시,성동구,성수2가1동,37.5400093725353,127.052889552846
14093,스타벅스,마곡사이언스타워R점,음식,커피점/카페,서울특별시,강서구,가양1동,37.5605394004382,126.833874311591
14178,스타벅스,IFC몰점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5251722235016,126.924863083917
14414,스타벅스,양재강남빌딩R점,음식,커피점/카페,서울특별시,강남구,도곡1동,37.4852467893652,127.036608959864
14648,스타벅스,이마빌딩점,음식,커피점/카페,서울특별시,종로구,종로1.2.3.4가동,37.5738942645562,126.978966379844
14762,스타벅스,신사역점,음식,커피점/카페,서울특별시,강남구,논현1동,37.5161838031466,127.020634740018
15935,스타벅스,순천향입구점,음식,커피점/카페,서울특별시,용산구,한남동,37.5334126703028,127.00563260758
16906,스타벅스,등촌점,음식,커피점/카페,서울특별시,강서구,등촌3동,37.5582364999702,126.844334259983
17648,스타벅스,강남구청역점,음식,커피점/카페,서울특별시,강남구,논현2동,37.5166051560388,127.041239849867
17929,스타벅스,서울대입구역점,음식,커피점/카페,서울특별시,관악구,청룡동,37.4811055353469,126.951319198625
19658,스타벅스,화곡DT점,음식,커피점/카페,서울특별시,강서구,화곡4동,37.535001459722,126.863169824979
19659,스타벅스,마포염리점,음식,커피점/카페,서울특별시,마포구,염리동,37.5439913688051,126.947462780197
19712,스타벅스,문화일보점,음식,커피점/카페,서울특별시,중구,소공동,37.5671186223597,126.968622139719
20036,스타벅스,역삼초교사거리점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.494128761553,127.033000493348
20121,스타벅스,안암역점,음식,커피점/카페,서울특별시,성북구,안암동,37.5860984036961,127.030747660126
20123,스타벅스,남영동점,음식,커피점/카페,서울특별시,용산구,남영동,37.5428580456495,126.972238091589
20410,스타벅스,구역삼세무서점,음식,커피점/카페,서울특별시,강남구,역삼1동,37.4959157868406,127.038880731616
20962,스타벅스,신세계도곡점,음식,커피점/카페,서울특별시,강남구,도곡2동,37.4892992237675,127.054163435442
20969,스타벅스,신세계아이엔씨점,음식,커피점/카페,서울특별시,구로구,구로3동,37.4859028941571,126.891526719038
21124,스타벅스,문래동점,음식,커피점/카페,서울특별시,영등포구,문래동,37.5196567010522,126.889681386224
21243,스타벅스,동빙고점,음식,커피점/카페,서울특별시,용산구,서빙고동,37.5289702437631,126.991786773232
21665,스타벅스,도산가로수길점,음식,커피점/카페,서울특별시,강남구,논현1동,37.5173417649322,127.023368467937
21799,스타벅스,마로니에공원점,음식,커피점/카페,서울특별시,종로구,이화동,37.5815275489605,127.002321047314
21939,스타벅스,동대입구역점,음식,커피점/카페,서울특별시,중구,장충동,37.559637334572,127.006133081622
21947,스타벅스,구의디티점,음식,커피점/카페,서울특별시,광진구,구의2동,37.5452982782211,127.087179393284
22233,스타벅스,강남GT타워점,음식,커피점/카페,서울특별시,서초구,서초4동,37.4980981742341,127.025903621913
