일자,확진자수,후암동,용산2가동,남영동,청파동,원효로제1동,원효로제2동,효창동,용문동,한강로동,이촌제1동,이촌제2동,이태원제1동,이태원제2동,한남동,서빙고동,보광동,데이터 관리부서,데이터관리 부서 전화번호
2020-10-11,4,,,,,1,,,,,,,3,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-12,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-13,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-14,1,,,,,,,,,,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-15,1,,,,,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-16,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-17,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-18,3,,,,,,,,,,,,,,2,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-19,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-20,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-21,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-22,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-23,2,,,,,,,,,,,,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-24,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-25,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-26,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-27,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-28,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-29,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-30,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-10-31,1,,,,,,,,,,,,,,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-01,2,,,,,,,,,1,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-02,1,,,,,,,,,,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-03,1,,,,,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-04,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-05,1,1,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-06,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-07,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-08,8,,,1,2,,,,,,1,,,,2,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-09,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-10,2,,,,,,1,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-11,3,,,,,,,,,,,,,,1,3,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-12,3,,,,,,,,,,,,,,,3,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-13,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-14,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-15,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-16,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-17,1,,,,,,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-18,1,1,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-19,6,,,,1,2,,,,,,,1,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-20,4,,,,1,1,,,,1,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-21,1,,,1,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-22,2,,,,,,,,2,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-23,10,3,1,,,,,2,,,,,2,1,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-24,7,,,1,,1,,,,,,,,,5,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-25,2,1,1,,,,,,,1,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-26,6,,,,,1,,1,,1,,,,,1,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-27,7,,1,,1,3,,1,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-28,2,1,,,,,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-29,4,2,,,,1,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-11-30,3,,,,,1,,,,,1,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-01,8,,,,,,,,,2,,,2,1,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-02,8,,,,,,,,1,,,,1,,3,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-03,5,,,,1,,,1,,,1,,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-04,8,,,,1,1,,2,,,,,1,,3,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-05,10,,,,1,,,,,,,,,,5,3,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-06,9,2,,,,1,,1,,,1,,2,,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-07,3,1,,,,,,,,,,,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-08,5,2,,,,,,,,,,,1,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-09,6,1,,,,1,,1,,1,1,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-10,9,1,1,,1,2,2,,,,,,,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-11,4,1,,,,,,1,,1,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-12,8,1,,,2,,,1,,2,1,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-13,4,,,,1,,,1,,1,,,,,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-14,2,,,,1,,,,,,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-15,5,,,,2,,,,,,,,,,,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-16,11,,,,4,1,,,,,,1,,,1,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-17,1,,,,,,,,1,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-18,7,,,,,,1,1,,,,,,,2,3,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-19,5,,1,,,,2,,,1,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-20,6,,,,2,1,,1,1,,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-21,9,,1,,1,4,,,2,,,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-22,6,,,,,1,1,,1,,,,,,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-23,12,1,1,1,,,,,,1,,2,,,1,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-24,13,,,1,4,,1,,1,1,,1,,,,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-25,10,,,1,4,1,1,,,1,1,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-26,5,,,1,2,,,,1,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-27,5,,,,2,,1,,,,,,,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-28,2,,,,,,,,,1,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-29,8,,,1,4,,,,,1,,,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-30,1,,,,,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2020-12-31,2,,,,1,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-01,7,1,,1,3,,,,,1,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-02,3,,,1,,,,,,,1,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-03,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-04,4,1,,,,,,,,,,,1,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-05,5,,,,,,,,,1,2,1,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-06,2,,,,,,,,,,1,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-07,9,,1,1,,,1,2,,1,,1,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-08,2,,1,,,,1,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-09,1,,,,,,,,,,,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-10,2,,1,,,,1,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-11,3,,,,1,,,,,1,1,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-12,1,,,,,,,1,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-13,10,,,,,1,1,2,1,1,,,,3,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-14,5,,,,,1,,,,,1,,,2,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-15,6,,1,,,,1,,,1,1,,,1,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-16,2,,,,,1,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-17,3,,,,1,2,,,,,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-18,5,,1,,3,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-19,3,,,,1,,,,,,,,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-20,4,,,1,1,1,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-21,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-22,2,,,,,1,1,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-23,5,1,,1,,,,,,2,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-24,1,,,,,,,,,,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-25,2,1,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-26,5,1,,,,,,,,,3,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-27,3,,,2,1,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-28,3,,,1,,,,,,1,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-29,3,,,,,,,,,,,,1,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-30,5,,1,1,,,,,,,,,,,1,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-01-31,4,,,1,3,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-01,6,1,,1,,,,,,,3,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-02,4,,,1,,,,,,,1,,,1,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-03,7,,,1,,,,,,,,,2,1,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-04,9,,,1,,1,,,,,,,3,,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-05,8,,1,1,,1,,,,,,,2,,,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-06,9,,2,1,,,,,,,,,,,1,,5, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-07,7,,1,,,,,,,,,,,,3,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-08,5,,1,,,1,,,,,,,,,,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-09,14,,2,,2,1,,,,,,,,3,3,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-10,8,,1,,,,1,,,2,,,1,,,1,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-11,5,1,1,,,,,,,,,,2,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-12,7,,1,,,,,,,,,,,1,1,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-13,14,1,2,,,,,,,,,,1,4,2,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-14,14,,3,,,,,,,1,,1,2,,3,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-15,14,1,,2,,4,,,1,,,,2,1,2,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-16,30,3,7,3,1,1,1,,,,1,,2,6,3,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-17,14,,,1,,,,,1,2,,,1,4,2,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-18,10,,1,,,,,,2,,,,2,,3,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-19,10,,1,,,,,,,1,1,,3,1,,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-20,5,,1,,,,,,,,,1,1,,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-21,4,,,,,,,,,,,1,,,,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-22,6,,,1,,,,,,1,,,,,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-23,6,,,,,1,,,,,,,,2,1,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-24,8,,1,,,,,,,2,,1,,,,3,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-25,8,,,,1,,,1,,1,1,1,1,,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-26,7,,3,,2,,,,,,,,,,,1,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-27,5,1,1,,,,,,,1,,,,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-02-28,5,,2,,2,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-01,4,,1,,,,,,,,,,,1,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-02,0,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-03,3,,2,,,,,,1,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-04,1,,,,,,,,1,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-05,1,,,,,,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-06,3,,,,,,,,,,1,,1,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-07,1,,,,1,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-08,10,,1,,,,,,,,,1,2,,3,1,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-09,9,,,,1,1,,1,,,,,1,,1,,4, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-10,5,1,2,,,,,,,1,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-11,1,,,,,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-12,7,3,,,1,,,,,1,,,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-13,6,2,,,,1,,,1,,1,,,,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-14,4,,1,,,,,,,,1,,,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-15,4,,,,,1,,,,1,,,1,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-16,8,1,1,,,,,,,1,2,,,1,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-17,7,1,,,,,,,,,1,,,1,3,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-18,1,,,,,,,,,,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-19,9,,1,,,,,,,,,,,5,,,3, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-20,6,,,,,,,,,1,,,,3,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-21,7,1,,,,,,,,3,1,,1,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-22,3,,,,,1,,,,,,,,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-23,3,,,,,1,,,,,,,1,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-24,1,,,,,,,,1,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-25,3,,,1,,,,,,,,,,1,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-26,2,,,,,,,,,2,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-27,3,,,,,1,,,,1,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-28,2,,1,,,,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-29,1,,,,,,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-30,6,2,,,1,,,,,1,,,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-03-31,4,,,,,,,,,,1,,,1,,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-01,8,,2,1,,,1,,,1,,,,2,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-02,3,,,,,1,,,1,,,,1,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-03,1,,,,1,,,,,,1,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-04,2,,,,,1,,,,1,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-05,3,,,,,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-06,1,,,,1,,,,,1,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-07,1,,,,,1,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-08,4,,2,,,,,1,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-09,4,,,,,,,1,2,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-10,7,,,,,,5,,,,,,,,1,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-11,3,,,,,,,,,,,,,1,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-12,4,,,,1,,,1,,,,,,,,,2, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-13,4,,,,,,,1,1,,,,2,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-14,2,,,,,,,,,1,,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-15,3,,,,1,,,1,,,,1,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-16,3,,,,1,1,,,,,1,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-17,3,,,,,,,1,,,,2,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-18,3,,,,,,,1,,,,2,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-19,1,,,,1,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-20,4,,,,,,,1,,1,,,,1,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-21,2,,1,,,,,,,,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-22,3,,1,,,,,,,1,,,,,,,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-23,4,,,,,,,,,2,,,,,1,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-24,4,1,,,,,,,,1,,1,,,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-25,5,,,,,,,,2,,1,,1,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-26,2,,,,,,,,,2,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-27,5,,,,,,,,,2,,,,,1,2,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-28,8,,,,,,,,,1,1,,,,3,2,1, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-29,6,,1,1,1,,,,,2,,,,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-04-30,8,,,1,1,,,,,2,,,2,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-01,6,,1,,,,,,,2,,,2,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-02,4,,1,2,,,,,,,,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-03,4,,,,1,,,,,1,,,,1,,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-04,9,2,,,,,,,,,2,,2,,2,1,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-05,10,2,,1,,,,,,,2,,,,5,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-06,3,,,1,,,1,,,,1,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-07,3,,,,,,,,,1,,,,,2,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-08,1,,,,1,,,,,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-09,3,,,,,,,1,,,1,,,,1,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-10,3,,,,,,,1,2,,,,,,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
2021-05-11,7,,2,,,,,,1,,1,1,1,1,,,, 서울특별시 용산구청 보건의료과 ,02-2199-4406
